CROWBOROUGH-THE-BEACON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ512309,Long,0.156116,Lat,51.05754,Elevation,796,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,568/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.59,4.43,1.18,5.9,8.26,4.52,5.97,2.76,3.74,3.52,6.57,2.87,2.53,3.31,3.71,6.38,1.59,1.86,4.39,3.45,1.43,1.9,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,3.34,0.25,6.13,2.68,6.47,1.15,1.74,3.14,3.96,0.77,1.98,1,2.4,3.8,3.04,2.29,1.91,6.88,7.93,1.13,1.72,3.39,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,3.87,3.84,1.07,1.84,5.06,0.67,1.99,4.01,3.47,4.33,0.49,0,1.92,1.66,7.88,1.43,1.29,1.83,4.82,3.98,0.26,4.33,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.1,3.74,3.94,2.99,3.3,0.82,3.33,1.76,1.91,1.63,2.1,1.87,1.31,2.32,2.31,1.48,2.11,2.61,2.92,2.48,3.03,0.55,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.56,0.8,1.84,0.65,2.83,3.02,2.06,2.08,2.89,3.91,2.76,0.97,2.45,2.72,2.06,2.73,1.83,1.58,2.12,1.43,2,2.45,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,1.89,1.81,3.05,3.57,2.16,1.01,2.83,0.26,2.1,0.17,2.17,1.87,1.94,4.88,2.62,3.57,1.27,1.28,2.38,1.85,2.12,4.17,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.29,1.79,1.2,5.29,1.46,2.51,3.64,3.79,3.22,3.06,2.71,2.45,6.09,2.48,1.96,2.25,0.1,2.98,3.28,0.84,4.23,4.75,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,1.69,2.7,5.62,1,2.28,3.11,2.97,0.1,4.5,4.47,1.67,2.85,2.65,7.69,0.21,6.19,2.32,3.25,6.08,3.39,2.59,4.43,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,4.2,2.22,6.8,3.53,2.43,3.23,0.63,1.85,0.58,3.03,2.36,3.12,2.71,4.48,1.89,2.55,1.89,4.43,4.24,3.55,4.97,3.85,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.65,2.73,5.19,2.56,4.07,5.13,7.9,5.06,1.74,3.77,4.1,5.68,3.82,1.35,0.95,2.7,8.82,0.69,1.53,4.04,4.3,3.66,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,1.39,4.63,9.68,6.55,1.63,4.16,7.94,8.61,4.14,2.22,2,6,0.33,6.62,1.78,2.27,4.56,8.1,7.57,4.8,1.99,7.24,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,0.92,10.18,5.69,4.23,4.89,4.96,2.58,2.5,2.69,4.62,2.65,2.6,5.5,4.09,3.74,5.52,2.36,2.75,4.09,3.85,1.38,2.24,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,27.49,39.12,51.39,40.79,44.84,34.29,43.58,35.92,34.94,35.5,31.56,31.28,33.65,45.4,32.15,39.36,30.05,38.24,51.35,34.79,30.02,42.96,31.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
