"HORSELL LINDISAYE",,,,,,,,,,,,
Grid ref,TQ004595,Long,-0.560463,Lat,51.325750,,,,,,,
Station no,RR4864,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.90,1.30,0.83,2.40,2.95,0.93,3.57,0.57,1.81,0.84,,
February,5.03,1.57,0.72,1.12,2.83,0.62,1.82,1.26,0.89,0.45,,
March,1.02,1.82,1.73,2.50,1.29,3.66,1.29,0.94,2.91,3.02,,
April,0.78,1.92,0.85,1.92,1.24,1.41,0.40,3.66,2.98,1.74,,
May,1.27,0.56,2.02,3.35,3.06,0.59,1.59,1.37,1.62,1.74,,
June,1.82,2.11,4.51,6.90,0.65,5.30,2.32,2.38,1.35,3.06,,
July,1.24,1.14,0.91,4.47,1.71,0.41,0.20,1.26,1.90,2.43,,
August,2.47,1.71,3.81,3.71,1.62,2.98,0.76,2.46,2.95,1.93,,
September,0.41,0.99,0.77,3.08,1.50,1.75,1.48,0.65,1.51,2.72,,
October,1.82,1.84,1.71,7.17,1.80,1.76,4.22,4.10,2.61,4.09,,
November,1.64,0.52,1.92,1.63,1.56,2.83,3.97,2.08,0.60,0.52,,
December,2.42,3.35,1.12,1.79,2.53,0.58,2.16,3.15,2.36,2.72,,
Total,22.82,18.83,20.90,40.04,22.74,22.82,23.78,23.88,23.49,25.26,,
Calc annual,22.82,18.83,20.90,40.04,22.74,22.82,23.78,23.88,23.49,25.26,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
