NEWBY BRIDGE BACKBARROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD356849,Long,-2.990018,Lat,54.255702,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,3.56,5.49,6.69,4.48,,6.5,1.5,2.65,6.37,5.44,1.99,8.87,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,4.3,5.12,2.85,6.5,,,
February,,6.16,0.77,3.04,3.98,,5.65,3.3,4.94,7.32,2.61,5.84,4.39,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,4.5,3.54,3.5,4.25,,,
March,,7.07,5.95,2.16,5.84,,3.65,1.64,6.79,1.34,2.38,2.48,3.72,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.2,3.53,3.75,3.5,,,
April,,0.76,5.18,3.13,2.63,,1.75,5.7,2.62,3.44,1.49,3.08,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.7,3,4.03,1.75,,,
May,,1.17,5.2,3,2.41,,1.15,2.48,2.21,2.78,3.85,0.96,1.6,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.2,3,1.75,7.02,,,
June,,3.35,5.98,4.87,4.29,,3.35,2.68,0.85,2.49,2.15,2.25,4.69,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,2.7,1.75,2.75,2.75,,,
July,,6.61,5.78,1.09,4,,2.35,5.95,0.31,1.75,0.79,3.14,4.6,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.4,1.82,1.75,2.75,,,
August,,8.96,3.81,6.26,4.35,,0.75,3.06,6.53,2.15,1.64,2.94,3.48,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,6.6,5.45,5.5,5.02,,,
September,,6.38,2.04,6.76,6.36,,11.9,4.08,2.03,9.66,2.45,3.3,7.3,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,7.35,2.2,3.5,2,,,
October,,3.78,11.99,6.88,4.28,,5.69,6.77,7.46,4.06,10.35,5.21,6.47,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,8.8,4.05,3.75,7.05,,,
November,,9.81,2.31,6.15,5.3,,4.35,1.5,3.77,7.79,2.93,2.4,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.74,4.7,4.75,6.25,,,
December,,2.74,5.8,4.9,7.16,,2.5,4.64,11.7,6.9,2.18,5.51,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.11,5.08,3.5,4.5,,,
Total,,60.35,60.3,54.93,55.08,,49.59,43.3,51.86,56.05,38.26,39.1,55.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.32,58.6,43.24,41.38,53.34,,,
