NEWBY BRIDGE BACKBARROW,,,,,,,,,,,,
Grid ref,SD356849,Long,-2.990018,Lat,54.255702,,,,,,,
Station no,RR8176,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,2.34,4.30,5.12,2.85,6.50,,,,,
February,,,1.98,4.50,3.54,3.50,4.25,,,,,
March,,,2.80,5.20,3.53,3.75,3.50,,,,,
April,,,1.90,1.70,3.00,4.03,1.75,,,,,
May,,,3.10,5.20,3.00,1.75,7.02,,,,,
June,,,1.10,2.70,1.75,2.75,2.75,,,,,
July,,,4.00,4.40,1.82,1.75,2.75,,,,,
August,,,4.20,6.60,5.45,5.50,5.02,,,,,
September,,,1.80,7.35,2.20,3.50,2.00,,,,,
October,,,4.30,8.80,4.05,3.75,7.05,,,,,
November,,,4.00,3.74,4.70,4.75,6.25,,,,,
December,,,4.80,4.11,5.08,3.50,4.50,,,,,
Total,,,36.32,58.60,43.24,41.38,53.34,,,,,
Calc annual,0.00,0.00,36.32,58.60,43.24,41.38,53.34,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
