KINGTON LYNHALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO325552,Long,-2.988847,Lat,52.190891,Elevation,566,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,
January,2.66,2.92,4.53,1.97,3.16,4.4,1.64,6.12,2.57,1.81,0.52,0.69,2.67,5.16,4.59,3.53,4.22,1.62,0.96,0.85,4.6,2.32,2.08,2.71,3.85,5.51,0.69,2.87,0.72,5.57,3.82,2.48,1.55,2.98,3.38,0.91,5.59,1.79,1.19,1.5,3.34,0.78,5.52,4.56,1.18,2.99,1.86,1.03,,,,,,,,,,4.08,5.61,1.03,5.69,2.18,3.66,2.01,2.95,0.96,4.85,4.47,4.33,5.77,3.57,3.77,3.4,6.25,2.42,2.23,,,,,,,,,,,,,,,,,,,,,,,,
February,1.57,1.64,3.94,1.68,3.3,2.41,4.08,2.57,1.51,4.12,4.23,5.39,3.72,3.93,4.28,4.58,1.19,0.7,1.11,2.05,1.38,0.07,1.94,4.52,2.96,0.14,0.47,2.32,2.12,4.2,4.62,0.54,1.35,2.23,4.81,1.05,2.35,1.64,1.64,0.73,4.26,2.26,1.84,2.4,3.77,4.5,5.04,1.01,,,,,,,,,,2.48,2.73,0.76,0.63,2.53,0.12,3.29,0.23,3.19,2.02,5.92,1.12,2,3.26,2.72,0.49,1.96,0.73,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.18,1.58,2.4,3.72,1.26,1.03,3.92,2.55,1.48,1.25,1.89,2.71,1.61,1,3.13,1.55,4.85,1.36,3.57,3.04,1.39,1.59,0.87,0.67,2.13,2.11,2.66,3.95,0.98,1.28,1.58,3.16,1.45,5.08,1.89,4.46,2.12,0.9,3.5,3.13,0.63,2.15,4.71,6.12,3.42,0.87,4.81,4.18,,,,,,,,,,2.71,3.01,0.16,2.57,0.67,1.86,2.43,2.12,0.75,2.85,2.8,0.1,1.42,1.79,2.92,2.54,0.99,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.17,2.85,3.59,1.18,1.5,1.55,3.03,3.81,3.15,1.91,1.29,0.7,4.03,1.05,0.88,1.93,2.02,1.52,1.39,6.17,1.26,1.73,0.87,0.23,2.51,2.19,0.98,2.63,2.25,2.63,1.53,3.02,2.29,1.84,1.04,2.83,1.48,2.28,3.68,2.15,2.62,1.27,0.38,3.72,1.29,1.03,1.29,1.62,,,,,,,,,,1.51,1.54,1.09,3.19,3.11,3.71,1,2.63,4.52,2.16,2.05,0.1,1.96,2.7,1.26,1.9,0.79,1.37,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.04,0.4,1.83,2.35,1.46,2.14,0.32,3.36,5.81,2.33,3.76,2.02,2.95,1.35,0.3,2.76,7.02,2.1,1.14,3.17,2.4,3.53,2.47,3.39,3.94,0.34,0.43,1.14,3.32,3.45,2.32,0.87,2.22,3.63,2.08,0.45,2.28,3.1,1.96,1.22,2.63,1.7,1.84,2.71,1.42,4.36,4.08,4.44,,,,,,,,,,1.26,1.01,2.7,1.61,4.59,5.21,1.24,1.21,0.59,1.16,1.69,2.48,0.69,2.19,2.52,3.14,3.14,0.74,,,,,,,,,,,,,,,,,,,,,,,,,
June,0.27,2.62,3.78,1.91,1.05,3.55,1.76,1.62,2.84,8.29,4.21,2.55,3.12,4.05,2.6,2.93,1.35,1.29,3.73,0.56,1.71,3.76,1.96,2.04,1.76,0.97,1.61,3.56,1.31,1.51,2.57,2.02,3.07,2.51,1.21,3.36,1.97,2.97,1.31,2.18,5.06,2.59,4.66,1.07,1.87,1.2,1.45,2.64,,,,,,,,,,3.29,3.71,3.02,1.52,4.43,0.86,1.71,1.67,2.43,5.94,0.64,1.67,1.88,0.91,2.28,0.27,1.95,1.74,,,,,,,,,,,,,,,,,,,,,,,,,
July,0.94,4.97,4.91,2.86,1.5,5.09,1.19,4.06,1.33,2.68,6.49,0.86,5.15,3.18,3.82,0.13,2.41,1.4,4.5,4.31,1.95,1.35,1.97,2.69,4.53,2.39,1.41,1.4,0.48,0.45,1.74,1.86,1.31,2.64,2.33,1.61,0.65,3.78,3.64,2.83,2.51,0.49,3.8,0.48,4.68,6.42,1.87,2.43,,,,,,,,,,2.65,1.29,2.09,3.42,2.88,2.13,2.52,1.84,0.42,4.97,3.44,2.27,6.34,3.6,2.59,2.11,1.73,2.17,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.61,2.4,3.01,3.32,4.62,5.67,1.85,5.55,7.1,5.82,0.42,6.71,3.09,1.5,1.97,2.44,1.62,2.84,3.83,2.32,4.2,4.51,2.57,1.68,3.63,2.39,1.91,4.05,2.01,0.61,4.12,2.29,3.2,5.24,2.71,5.54,1.93,2.39,4.24,1.59,4.85,1.97,8.22,1.16,2.58,2.79,2.72,8.12,,,,,,,,,,5.86,3.13,1.34,2.26,4.22,3.06,0.58,2.33,1.6,0.35,0.9,3.25,1.92,0.08,3.77,2.92,2.46,2.88,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.85,4.11,2.37,1.33,3.02,4.56,4.66,3.15,2.3,3.8,3.24,3.33,2.33,5.16,2.07,5.01,2.49,1.94,0.39,1.72,0.77,2.32,1.71,1.16,2.62,0.82,5.94,2.94,1.11,2.72,0.76,2.08,2.32,3.48,2.41,1.59,0.95,0.6,2.96,3.22,0.54,1.84,1.07,2.54,1.19,0.93,0.93,2.45,,,,,,,,,,4.06,1.46,1.33,4.03,1.7,2.31,1.51,2.07,3.82,3.39,1.75,1.28,0.68,0.97,1.19,1.87,2.92,2.74,,,,,,,,,,,,,,,,,,,,,,,,,
October,6.5,4.78,4.93,2.01,4.69,6.65,5.03,3.18,4.25,1.19,7.41,2.97,7.23,3.44,1.63,5.22,4.55,2.34,1.35,3.54,1.58,6.61,2.37,2.47,4.71,2.81,3.25,1.74,5.45,2.92,4.16,2.18,2.5,9.57,1.07,2.24,5.39,7.52,2.31,5.52,4.26,2.53,3.34,4.86,2.94,3.93,6.95,3.51,,,,,,,,,,2.55,5.26,4.28,3.3,0.56,5.32,5.78,1.29,3.56,1.81,3.98,4.4,2.61,4.33,2.44,1.91,3.02,3.82,,,,,,,,,,,,,,,,,,,,,,,,,
