"PORLOCK (LYNCH MEAD, ALLERFORD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2102,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.35,3.37,3.36,2.14,4.21,4.87,4.84,5.26,4.46,1.03,5.21,
February,1.14,0.20,4.20,8.72,0.57,5.68,2.70,4.24,3.23,1.09,0.91,
March,4.01,2.72,4.46,1.01,1.13,0.93,0.67,3.55,3.04,0.24,2.50,
April,5.20,1.38,4.87,2.51,2.79,2.07,2.05,1.20,1.54,0.89,3.21,
May,1.42,1.42,0.94,2.68,2.83,3.28,1.94,1.02,1.15,2.75,1.63,
June,2.12,0.41,0.57,0.74,3.29,0.32,1.85,1.92,2.28,2.10,0.70,
July,3.46,0.82,2.41,1.81,3.38,3.01,1.79,2.85,1.75,1.41,1.91,
August,1.60,1.38,3.62,3.27,6.10,3.33,1.71,4.47,2.16,2.23,3.09,
September,1.91,2.13,2.25,3.05,4.54,3.88,2.39,6.84,1.28,1.65,4.77,
October,3.39,1.91,1.56,5.74,5.19,2.84,4.65,1.91,5.19,6.44,3.79,
November,2.64,2.32,1.96,4.20,3.99,2.51,9.45,3.29,3.79,9.44,4.43,
December,3.87,2.91,6.42,3.18,5.60,4.10,0.37,2.58,4.64,8.93,5.18,
Total,37.11,20.97,36.62,39.05,43.62,36.82,34.41,39.13,34.51,38.20,37.33,
Calc annual,37.11,20.97,36.62,39.05,43.62,36.82,34.41,39.13,34.51,38.20,37.33,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
