PORLOCK-LYNCH-MEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS900478,Long,-3.576427,Lat,51.218767,Elevation,113,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,4.75,1.25,6.09,2.62,1.09,2.31,4.52,1.27,5.49,6.28,1.37,4.45,1.57,0.84,5.6,5.16,6.35,3.37,3.36,2.14,4.21,4.87,4.84,5.26,4.46,1.03,5.21,3.1,3.69,2.39,3.07,1.32,4.13,6.21,4,5.73,3.09,3.63,3.71,6.54,2.44,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,6.41,1.57,3.54,2.17,1.79,0.36,5.24,1.96,2.24,1.25,3.01,6.38,6.55,1.01,2.07,3.45,1.14,0.2,4.2,8.72,0.57,5.68,2.7,4.24,3.23,1.09,0.91,2.15,0.07,3.25,0.21,3.26,2.09,4.46,0.96,1.63,2.11,3.63,0.29,2.64,0.39,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.67,5.23,2.19,1.14,3.62,3.02,0.86,1.53,5.9,5.28,6.89,0.54,4.35,2.62,1.74,5.34,4.01,2.72,4.46,1.01,1.13,0.93,0.67,3.55,3.04,0.24,2.5,1.28,2.41,2.86,2.72,1.24,2.46,4.42,0.1,1.4,1.88,3.33,1.86,1.05,0.17,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.35,1.56,1.39,3.68,2.16,2.39,3.13,1.2,0.21,3.95,2.7,0.99,1,2.18,3.12,2.44,5.2,1.38,4.87,2.51,2.79,2.07,2.05,1.2,1.54,0.89,3.21,3.18,2.75,0.91,2.97,4.7,2.53,2.86,0.16,3.35,3.45,1.39,1.92,0.5,1.19,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.5,0.12,1.34,2.33,1.2,1.81,2.58,2.03,1.27,2.68,1.25,2.41,2.84,1.57,1.74,0.79,1.42,1.42,0.94,2.68,2.83,3.28,1.94,1.02,1.15,2.75,1.63,3.55,2.9,2.32,1.27,2.05,0.87,1.88,2.43,1.02,1.63,1.67,5,3.2,0.42,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.71,2.5,2.51,1.71,0.79,1.87,3.08,2.83,4.53,1.35,2.54,1.4,1.16,4.67,1.57,1.08,2.12,0.41,0.57,0.74,3.29,0.32,1.85,1.92,2.28,2.1,0.7,3.03,0.53,1.36,1.32,2.41,2.21,0.77,1.32,1.68,0.65,1.83,0.63,1.17,2.48,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,4.91,2.75,1.33,0.35,1.73,1.37,1.11,2.68,0.36,2.21,0.57,4.75,2.8,0.63,2.12,3.95,1.47,3.46,0.82,2.41,1.81,3.38,3.01,1.79,2.85,1.75,1.41,1.91,2.96,3.64,1.07,0.49,0.2,6.03,1.81,2.73,3.95,4.48,1.16,2.07,2.34,1.72,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.66,2.1,4.02,2.36,1.57,4.14,1.86,4.43,1.46,7.3,1.02,2.56,1.65,4.7,5.67,2.6,2.39,1.6,1.38,3.62,3.27,6.1,3.33,1.71,4.47,2.16,2.23,3.09,4.29,0.75,1.48,3.39,2.57,0.39,0.55,5.8,2.23,0.14,3.3,2.61,2.11,5.32,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,4.24,1.44,1.63,0.64,0.58,3.13,2.5,0.35,2.82,0.89,1.97,2.08,1.27,2.6,1.79,7.71,1.74,1.91,2.13,2.25,3.05,4.54,3.88,2.39,6.84,1.28,1.65,4.77,1.14,3.62,1.64,2.12,6.3,3.75,2.91,0.86,0.55,1.53,0.51,3.08,4.7,3.05,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,10.23,1.65,2.86,5.64,5.33,2.1,5.28,5.8,4.83,5.19,4.12,3.91,4.3,6.46,7.04,2.14,2.11,3.39,1.91,1.56,5.74,5.19,2.84,4.65,1.91,5.19,6.44,3.79,0.97,7.18,5.35,3.52,4.05,2.34,4.35,4.09,2.35,4.31,2.36,3.13,3.05,4.79,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
