BASINGSTOKE CEMETRY,,,,,,,,,,,,
Grid ref,SU626518,Long,-1.104217,Lat,51.261931,,,,,,,
Station no,754/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.86,,
February,,,,,,,,,,2.51,,
March,,,,,,,,,,1.47,,
April,,,,,,,,,,0.91,,
May,,,,,,,,,,1.66,,
June,,,,,,,,,,1.85,,
July,,,,,,,,,,3.69,,
August,,,,,,,,,,3.29,,
September,,,,,,,,,,3.90,,
October,,,,,,,,,,8.83,,
November,,,,,,,,,,4.41,,
December,,,,,,,,,,3.78,,
Total,,,,,,,,,,40.16,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.16,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
