HAZELBEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP711774,Long,-0.956657,Lat,52.390018,Elevation,560,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.63,3.5,2.49,1.1,1.15,2.24,2.59,1.05,1.71,1.28,2.97,1.31,2.34,1.04,2.89,4.03,1.24,0.97,2.15,2.83,1.24,4.26,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.66,0.65,0.5,2.86,2.35,0.87,0.11,1.32,3.71,1.77,0.11,0.49,3.27,0.93,1.95,4.23,1.39,2.25,1.21,3.46,0.7,1.72,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.98,2.5,1.29,3.15,2.8,1.9,1.24,0.88,0.62,,1.78,2.37,2.67,1.08,1.36,0.7,2.47,1.42,3.26,1.94,3.25,1.55,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.69,2.82,2.05,1.3,1.86,2.41,0.88,1.63,0.86,0.4,1.66,1.44,1.18,1.65,1.86,2.42,0.75,2.7,1.44,2.18,1.13,1.7,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.17,2.75,4.9,2.5,0.82,3.82,,3.88,1.77,1.9,1.68,0.48,0.34,0.8,3.37,1.82,1.25,1.68,2.58,3.06,2.71,1.37,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.19,3.09,1.06,1.65,1.74,0.71,,3.8,1.82,1.66,2.44,0.54,2.65,2.03,0.62,1.09,4.02,1.96,2.7,2.76,0.62,3.24,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.5,0.21,3.23,0.79,5,2.42,,2.06,2.11,3.89,2.86,2.5,1.52,0.11,1.02,2.52,2.53,2.6,1.33,3.44,1.68,0.56,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.08,2.74,1.44,1.21,1.92,3.23,,4.38,2.4,1.47,2.04,1.92,2.45,6,3.46,1.26,3.7,1.37,2.6,4.32,3.59,3.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.35,3.39,1.84,2.2,1.69,2.95,0.96,0.94,2.42,0.96,2.19,0.28,5.09,2.33,0.42,4.22,0.62,1.61,1.57,2.82,2.3,2.6,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.39,5,4.8,2.23,0.38,2.96,1.79,6.09,4.18,3.02,3.16,2.76,3.63,1.48,3.15,3.03,1.97,1.53,2.2,6.97,0.86,1.33,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.92,2.37,1.93,3.66,1.16,,3.14,1.33,1.79,3.34,3.9,1.12,0.99,1.57,1.9,2.74,0.92,2.08,1.88,1.4,2.91,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
