HORSHAM (WIMBLEHURST),,,,,,,,,,,,
Grid ref,TQ179320,Long,-0.318438,Lat,51.075224,,,,,,,
Station no,470,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.49,2.66,,,,,,,,,,
February,6.87,0.90,,,,,,,,,,
March,3.52,3.19,,,,,,,,,,
April,2.76,1.76,,,,,,,,,,
May,2.56,2.51,,,,,,,,,,
June,2.16,1.33,,,,,,,,,,
July,1.78,1.35,,,,,,,,,,
August,5.35,2.94,,,,,,,,,,
September,3.31,3.44,,,,,,,,,,
October,1.40,3.58,,,,,,,,,,
November,6.06,4.08,,,,,,,,,,
December,4.01,2.84,,,,,,,,,,
Total,43.27,30.58,,,,,,,,,,
Calc annual,43.27,30.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
