THORNEY-WRYDE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF316046,Long,-0.057327,Lat,52.623221,Elevation,7,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,1.3,0.98,2.24,2.06,0.45,0.9,1.52,1.54,0.88,1.75,1.65,2.86,0.9,1.98,0.97,2.1,2.87,0.59,0.75,1.45,1.55,0.55,3.02,0.87,0.61,0.61,1.38,1.14,,,,,,,,
February,,,,,0.6,1.7,0.2,0.35,2.08,2.11,0.89,0.06,1.91,2.04,1.23,0.15,0.66,2.51,0.39,0.93,3.46,1.02,1.24,0.62,2.22,0.67,1.61,1.12,1,0.24,1.85,0.72,,,,,,,,
March,,,,,0.75,1.01,1.39,0.87,1.87,1.43,3.93,0.79,1.15,0.13,0.51,1.55,2.12,2.16,1.39,0.49,0.5,1.84,1.15,1.77,1.23,2.2,1.49,1.05,1.99,2.79,0.72,1.48,,,,,,,,
April,,,,,1.96,0.94,1.09,1.47,1.73,2.1,0.66,1.1,1.62,0.23,0.87,1.43,0.66,1.23,1.56,1.96,0.56,1.93,1.28,1.56,0.65,1.03,0.52,2.24,2.43,1.23,1.99,,,,,,,,,
May,,,,,1.27,2.15,2.58,1.59,0.37,4.14,2.55,3.16,1.53,0.86,1.51,0.84,0.47,1.26,2.76,1.84,1.56,1.11,3.45,2.71,1.89,1.14,1.37,3.15,1.42,0.96,2.56,,,,,,,,,
June,,,,,0.61,1.82,0.88,0.71,1.14,1.18,2.34,1.73,1.92,1.1,1.94,1.17,1.65,2.53,1.1,0.83,1.68,1.04,2,2.31,0.55,4.1,2.55,1.05,1.14,6.14,0.83,,,,,,,,,
July,,,,,2.72,0.81,4.73,0.27,4.64,2.17,2.84,2.38,2.1,1.96,3.09,2.21,1.78,0.94,1.06,1.75,0.56,1.32,1.34,2.9,2.33,1.45,0.82,2.29,2.89,3.29,2.72,,,,,,,,,
August,,,,,0.65,1.33,1.76,1.68,1.96,2.05,1.56,3.96,1.98,2.39,1.78,3.03,2.25,3.91,3.2,1.44,3.03,1.7,2.71,3.53,1.74,3.09,2.32,2.18,2.05,1.91,1.99,,,,,,,,,
September,,,,,2.64,3.96,1.12,1.72,1.01,2.19,0.27,0.59,2.94,1.13,0.64,0.73,3.61,2.72,0.29,4.05,0.4,1,1.23,2.96,1.91,2.55,1.25,0.53,1.39,3.1,0.91,,,,,,,,,
October,,,,,1.05,3.62,2.64,1.84,0.46,3.36,1.14,5.19,4.31,3.24,1.84,2.25,3.83,1.02,2.91,3.09,1.79,1.7,1.58,5.08,1.06,1.46,3.65,3.08,0.95,3.09,2.2,,,,,,,,,
November,,,,,0.87,3.36,2.32,1.07,2.23,0.62,2.17,2.11,1.08,2.67,2.88,2.62,0.98,1.23,1.24,1.59,2.08,1.14,1.49,1.53,1.1,2.02,3.04,2.34,0.85,0.35,1.69,,,,,,,,,
December,,,,,2.05,0.56,3.42,0.59,1.3,1.09,0.35,2.66,0.81,1.25,1.47,1.66,3.13,1.26,1.98,1.39,2.78,2.87,1.24,0.92,1.62,0.73,1.97,2.6,1.22,3.17,4.88,,,,,,,,,
Total,,,,,16.47,22.24,24.37,14.22,19.24,23.34,20.22,25.27,22.23,18.75,19.41,20.5,22.04,22.75,18.85,21.46,21.27,17.26,19.46,27.34,17.85,20.99,23.61,22.5,17.94,26.88,23.72,,,,,,,,,
