"CHORLEY, COMMON BANK SEWAGE WORKS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD565178,Long,-2.659648,Lat,53.654875,Elevation,186,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.81,8.25,1.77,5.09,4.28,4.09,2.71,2.65,1.71,4.23,2.38,3.72,4.8,1.84,1.55,4.35,4.6,4.51,2.94,4.25,3.15,7.41,1.92,2.4,3.79,3.77,1.67,3.01,2.45,4.52,2.5,3.25,2.78,5.61
February,,,,,,,,1.78,3.53,0.98,0.22,3.31,0.08,3.28,0.23,4.38,2.17,4.46,1,3.28,1.98,3.98,1.31,2,1.46,4.24,4.75,0.69,1.8,1.86,4.48,2.99,1.25,1.08,2.99,2.11,0.61,2.84,6.19,0.36,2.71
March,,,,,,,,4.73,2.29,1.3,2.77,0.28,2.47,2.27,1.84,1.1,2.14,1.46,0.94,1.95,2.29,2.98,2.61,0.81,0.59,1.35,0.69,5.26,1.57,2.47,1.58,4.03,1.87,1.68,2.8,1.81,1.31,2.84,1.69,1.72,1.34
April,,,,,,,,2.04,1.05,0.92,2.15,2.7,2.41,1.67,2.18,2.5,1.02,2.67,0.3,1.93,2.04,1.39,1.72,2.12,1.92,2,1.34,3.17,1.88,3.19,2.75,2.17,4.36,2.92,0.95,2.08,1.93,0.47,1.25,2.51,2.19
May,,,,,,,,1.39,1.11,2.43,1.13,1.98,4.23,1.51,3.37,1.48,0.91,1.95,3.61,1.2,1.29,1.89,3.11,2.78,2.34,3.37,1.47,2.8,1.55,2.46,1.34,2.36,2.47,1.9,2.97,3.05,1.51,1.69,3.98,1.52,2.27
June,,,,,,,,4.02,5.34,1.35,2.11,5.71,0.61,3,2.05,2.3,4.1,1.68,4.09,3,0.75,0.42,0.66,3.21,2.9,3.61,2.24,2.03,4.71,0.87,2.02,0.8,2.99,2.58,2.73,3.53,2.01,2.05,4.43,2.46,1.27
July,,,,,,,,3.33,2.3,4.01,4.57,3,4.33,1.95,1.63,1.9,3.65,1.8,3.47,5.23,5.38,1.62,4.24,3.03,3.71,2.62,3.66,3.36,2.47,2.38,4.36,2.43,2.36,3.61,5.18,1,5.48,5.48,3.48,4.52,6.49
August,,,,,,,,5.24,4.63,4.23,5.96,4.34,0.91,2.47,4.18,2.07,1.94,1.96,2.43,1.96,2.04,4.47,4.3,5.92,2.64,2.19,7.45,0.22,4.89,2.58,6.68,4.4,3.63,4.45,6.14,1.38,11,5.61,3.2,0.87,4.93
September,,,,,,,,5.96,1.3,2.03,2.28,3.31,5.44,1.03,2.94,7.37,3.88,2.09,2.02,0.94,3.47,1.04,3.03,5.2,6.26,2.28,7.73,3.67,2.84,1.77,6.5,3.11,3.98,4.68,4.6,3.92,3.13,6.12,4.62,0.39,3.01
October,,,,,,,,3.29,3.91,5.7,5.42,2.36,6.99,4.23,4.47,6.24,3.59,1.79,7.22,1.83,4,4.51,5.5,4.17,4.25,5.44,0.72,0.54,2.64,4.17,3.25,0.93,4.38,2.09,7.6,2.33,2.78,5.48,3.04,4.47,3.17
November,,,,,,,,4.06,5.12,6.6,5.95,6.8,2.97,1.89,2.3,3.69,5.45,1.23,4.46,5.82,6.28,2.15,1.03,3.47,6.68,0.28,5.34,4.32,2.34,5.19,5.64,8.37,2.33,5.38,6.65,2.1,1.12,1.66,1.91,5.49,7.47
December,,,,,,,,1.2,2.69,6.03,4.01,1.85,1.68,0.54,4.8,2.75,4.36,1.86,4.39,2.44,3.64,1.71,3.76,2.24,3.38,2.37,3.99,3.26,3.66,4.84,3.09,8.27,3.16,1.89,4.68,4.27,3.84,3.95,3.32,7.48,4.17
Total,,,,,,,,40.85,41.52,37.35,41.66,39.92,36.21,26.55,32.64,37.49,37.44,25.33,37.65,34.38,35,27.71,35.62,39.55,40.64,32.69,43.63,32.47,37.76,33.7,44.09,43.65,36.55,33.93,50.3,30.03,39.24,40.69,40.36,34.57,44.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12271,CHORLEY: COMMON BANK S WKS ,01/01/1927,Current ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
