"CHORLEY (COM. BK. SEW. WKS.)",,,,,,,,,,,,
Grid ref,SD565178,Long,-2.659648,Lat,53.654875,,,,,,,
Station no,3006,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.79,3.77,1.67,3.01,2.45,4.52,2.50,3.25,2.78,5.61,,
February,2.99,1.25,1.08,2.99,2.11,0.61,2.84,6.19,0.36,2.71,,
March,4.03,1.87,1.68,2.80,1.81,1.31,2.84,1.69,1.72,1.34,,
April,2.17,4.36,2.92,0.95,2.08,1.93,0.47,1.25,2.51,2.19,,
May,2.36,2.47,1.90,2.97,3.05,1.51,1.69,3.98,1.52,2.27,,
June,0.80,2.99,2.58,2.73,3.53,2.01,2.05,4.43,2.46,1.27,,
July,2.43,2.36,3.61,5.18,1.00,5.48,5.48,3.48,4.52,6.49,,
August,4.40,3.63,4.45,6.14,1.38,11.00,5.61,3.20,0.87,4.93,,
September,3.11,3.98,4.68,4.60,3.92,3.13,6.12,4.62,0.39,3.01,,
October,0.93,4.38,2.09,7.60,2.33,2.78,5.48,3.04,4.47,3.17,,
November,8.37,2.33,5.38,6.65,2.10,1.12,1.66,1.91,5.49,7.47,,
December,8.27,3.16,1.89,4.68,4.27,3.84,3.95,3.32,7.48,4.17,,
Total,43.65,36.55,33.93,50.30,30.03,39.24,40.69,40.36,34.57,44.63,,
Calc annual,43.65,36.55,33.93,50.30,30.03,39.24,40.69,40.36,34.57,44.63,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
