SOUTHMINSTER-NEW-MOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL966002,Long,0.841469,Lat,51.666173,Elevation,72,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.34,1.06,2.09,0.82,1.44,3.44,3.37,2.34,1.7,3.8,1.07,2.31,1.01,1.65,0.96,2.15,1.28,1.23,1.25,0.53,1.35,1.13,2.01,3.55,2.76,2.35,4.08,1.22,2.2,2.04,3.85,0.99,1.7,1,2.37,2.47,0.85,1.25,1.82,1.17,1,1.5,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.59,1.68,2.11,3.91,0.55,0.6,3.79,0.55,0.75,1.41,2.6,0.45,1.38,2.32,3.36,0.91,0.26,0.87,1.55,0.41,0.4,0.16,2.03,1.83,3.18,0.58,0.75,1.36,1.7,1.06,0.64,1.52,1.51,1.55,,1.37,0.7,2.54,4.3,0.86,0.9,1.8,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.04,4.85,0.98,3.99,1.79,0.74,2.65,0.81,0.74,1.13,1.72,0.5,0.96,0.09,1.75,2.33,0.09,1.17,0.41,0.91,1.28,1.53,0.29,0.77,2.24,0.33,1.5,2.68,2.3,2.71,0.28,0.25,1.15,1.41,,0.39,0.8,0.56,1.99,3.02,0.33,2.17,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.12,0.98,0.93,0.99,1.17,2.47,3.9,3.97,1.33,2.49,0.82,2.45,1.66,4.08,1.6,1.51,1.51,1.84,2.32,2.12,0.58,1.54,2.76,0.88,2.57,0.31,2.03,1.38,1.12,0.62,1.25,1.7,0.89,1.42,,1.67,1.32,1.39,2.57,1.1,2.03,0.27,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.21,1.49,2.73,1.71,1.24,0.9,0.14,1.1,0.87,0.52,1.86,2.89,2.19,1.37,0.8,1.38,0.88,1.95,2.33,3.05,1.43,0.85,1.16,0.55,3.16,2.11,1.96,1.48,1.4,2.54,1.28,0.81,1.95,2.05,,2.28,2.08,1.65,2.27,1.4,1.3,1.53,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.34,0.83,0.45,1.76,1.1,1.36,1.33,1.18,0.17,1.2,0.54,1.5,0.35,2.42,3,2.25,0.5,0.77,0.83,0.44,1.24,0.6,1.98,2.84,2.23,0.35,2.07,0.59,0.64,0.13,1.26,1.07,0.93,3.32,,1.96,0.53,0.94,0.88,1.96,2.38,3.21,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,1.62,1.65,2.88,3.5,0.89,3.27,5.17,2.67,5.42,0.16,2.14,1.1,2.73,1.46,1.53,3.33,2.05,1.84,2.36,2.62,2.01,1.12,0.78,0.36,2.84,1.58,1.05,1.25,3.32,2.38,1.83,1.48,1.91,2.01,2.56,,1.66,0.52,2.17,2.52,0.41,3.2,1.92,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,3.74,0.46,0.81,3.47,3.59,5.51,1.22,2.41,1.68,0.41,1.35,1.77,1.95,1.58,0.7,2.52,2.54,1.21,1.97,4.37,1.26,0.22,0.97,2.17,0.83,1.03,1.62,3.25,0.06,3.91,1.51,1.03,3,1.81,3.79,,2.82,0.91,2.09,2.56,2.38,1.54,2.75,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.41,0.63,0.62,1.63,0.83,0.86,4.55,1.18,7.15,1.55,2.22,1.32,1.59,2.23,0.81,3.39,0.4,0.69,3.05,1.91,1.42,2.15,0.85,2,2.22,1.88,1.56,0.45,0.92,0.33,1.37,2.1,2.72,0.92,2.15,,1.15,1.59,2.9,3.06,4.94,1.89,0.82,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,1.6,4.12,1.95,2,2.1,3.09,2.47,0.84,1.61,0.27,1.46,3.94,3.21,2.49,2.18,1.43,2.19,2.14,0.77,0.5,5.73,0.92,0.97,1.09,1.57,1.54,1.23,8.12,2.41,1.24,3.25,1.59,3.99,1.47,1.03,,1.32,5.01,0.32,0.83,1.73,1.68,1.54,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
