Rainfall at,LITTON (SHERBORNE RESERVOIR)
,
Station no,1968,
,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,5.30,2.28,5.51,7.02,1.59,5.37,3.29,1.36,4.54,6.99,
February,7.89,4.06,3.61,1.50,6.05,7.25,6.31,1.29,3.01,4.25,
March,1.04,3.64,9.14,5.58,7.12,1.29,4.56,3.69,1.76,5.85,
April,3.32,3.61,0.23,4.53,3.06,1.83,1.95,3.18,3.10,3.13,
May,2.91,1.99,2.22,3.08,2.24,4.35,3.78,1.94,1.91,1.08,
June,5.78,2.34,4.37,2.07,2.34,0.87,3.27,5.37,1.53,1.37,
July,3.34,0.03,4.05,0.76,4.74,5.03,1.36,3.77,5.85,2.62,
August,7.74,4.07,9.46,1.57,3.43,3.03,5.96,10.89,2.91,3.80,
September,0.30,1.33,0.86,3.04,2.42,1.99,2.88,3.73,9.46,2.13,
October,7.27,4.20,6.49,3.13,3.46,4.84,8.12,8.18,2.62,2.32,
November,6.16,6.06,2.66,4.42,5.06,2.58,4.90,1.37,3.00,3.62,
December,7.76,9.97,8.57,2.97,9.25,8.86,5.52,0.88,6.22,9.04,
Total,58.81,43.58,57.17,39.67,50.76,47.29,52.20,45.65,45.91,46.20,
Calc annual,58.81,43.58,57.17,39.67,50.76,47.29,51.90,45.65,45.91,46.20,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.30,0.00,0.00,0.00,
