Rainfall at,LITTON (SHERBORNE RESERVOIR),
Grid ref,ST592550,Long,-2.586507,Lat,51.292660
Station no,1968,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.46,4.90,0.81,2.64,4.42,6.03,3.66,3.32,4.99,4.12,
February,6.22,0.83,2.98,4.48,2.90,0.24,3.84,4.23,0.27,3.00,
March,4.84,4.61,1.16,4.22,1.59,1.57,2.64,1.24,4.00,2.10,
April,4.65,2.35,3.71,0.43,1.77,2.22,0.11,1.57,3.04,2.10,
May,3.58,4.35,2.44,3.60,4.89,0.79,2.57,3.18,1.57,1.42,
June,1.22,3.20,2.35,5.43,3.47,2.59,2.10,3.09,1.74,3.66,
July,2.47,0.81,5.39,4.20,0.20,2.65,4.83,2.99,2.25,4.90,
August,6.84,6.30,3.73,3.68,0.64,4.56,5.45,4.84,1.11,5.47,
September,3.15,4.37,4.82,5.20,2.74,4.47,5.01,6.08,0.17,4.82,
October,0.93,5.28,3.24,5.10,1.96,2.41,3.83,3.33,3.46,8.32,
November,9.83,5.11,2.85,9.02,5.12,0.62,2.46,2.49,4.86,5.67,
December,3.29,3.78,1.09,3.77,5.74,3.01,3.13,4.78,9.06,5.35,
Total,51.48,45.89,34.57,51.77,35.44,31.16,39.63,41.14,36.52,50.93,
Calc annual,51.48,45.89,34.57,51.77,35.44,31.16,39.63,41.14,36.52,50.93,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
