CHESTERFIELD LINACRE RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK336725,Long,-1.4969,Lat,53.2488,Elevation,490,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.85,1.44,4.14,2.72,1.36,2.61,1.45,4.3,2.03,1.46,0.17,0.41,2.82,3.64,3.72,1.91,3.56,2.33,0.62,1.3,3.55,1.22,1.89,1.39,2.34,4.21,0.8,,0.68,3.98,4.76,2.86,1.47,4.14,3.87,1.59,4.5,1.11,1.52,1.68,3.27,1.3,5.8,4.59,1.7,4.22,1.57,3.26,2.93,3.71,4.47,3.77,4.77,1.65,2.47,3.25,3.65,2.24,5.98,2.03,5.3,2.83,3.02,2.29,3.06,2.02,3.92,6.29,3.86,6.77,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.11,1.98,2.8,1,1.76,1.37,2.52,2.88,1.29,3.78,2.87,4.88,1.96,3.57,2.14,3.25,0.58,0.33,1.22,1.37,0.78,0.07,2.06,3.56,2.34,0.09,0.77,,2.26,2.47,4.98,1.58,2.18,2.05,5.07,1.98,3.78,2.3,2.52,0.76,4.08,1.94,1.95,1.47,2.54,4.78,5.74,0.63,2.43,2.44,2.95,0.26,3.79,6.63,1.04,4.17,2.2,1.85,3.8,0.8,0.7,3.88,0.46,3.74,0.54,3.58,3.11,5.55,1.09,2.05,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.55,1.58,2.34,2.55,0.89,0.82,3.15,2.27,0.7,1.57,1.88,3.71,1.46,1.21,2.65,1.4,2.76,1.67,3.13,3.67,1.83,1.43,0.97,0.38,1.32,2.18,2.58,,1.33,1.35,0.96,3.25,2.06,3.93,2.21,3.46,2.26,2.58,3.88,4.01,0.85,1.27,4.48,4.74,2.91,1.08,5.11,2.91,1.33,5.36,2.44,2.22,2.05,2.05,0.95,1.44,1.23,3.62,3.16,0.11,3.45,0.23,1.87,2.91,3.45,1.17,2.27,3.11,0.39,2.38,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,0.59,2.66,3.51,0.4,1.84,0.74,2.21,2.94,1.57,3.07,1.34,1.23,3.87,2.9,2.16,1.63,2.05,1.12,1.5,3.67,0.58,2.36,0.93,0.53,2.36,1.91,0.81,,2.72,2.59,1.16,1.85,3.2,2,1.66,2.48,1,1.86,2.66,1.75,3.13,1.57,0.61,3.54,1.1,1.13,1.52,1.93,1.65,2.1,6.04,1.51,3.8,2.74,2.45,3.19,2.17,2.41,1.11,1.2,2.83,4.51,3.4,1.08,2.6,3.05,1.8,2.33,0.2,1.95,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.97,1.31,2.46,1.83,0.76,1.25,0.67,4.02,5.48,2.84,2.33,2.24,1.65,1.05,1.1,1.7,7.97,1.81,0.79,3.83,2.27,3.23,2.65,3.2,1.89,0.45,0.24,,2.4,3.1,1.45,1.43,2.86,3.2,2.43,0.51,2.12,4.05,2.64,1.71,2.33,1.28,3.23,2.08,1.29,1.53,2.57,1.85,2.44,1.49,3.34,1.32,0.74,3.2,3.89,3.87,3.19,1.19,0.87,2.49,1.32,3.39,6.14,2.14,1.61,0.36,0.65,3.57,2.74,1.62,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,0.99,4,4.22,2.1,0.46,2.7,2.16,2.52,3.03,5.52,4.36,1.54,4.43,3.06,1.73,3.35,0.95,0.37,3.1,0.5,1.35,4.96,3.86,0.88,2.17,1.7,1.68,,1.58,2.08,3.26,1.45,1.4,1.19,1.11,3.32,2.1,4.44,1.76,3.34,2.27,2.33,3.79,0.81,2.77,1.01,2.48,2.05,0.93,0.86,1.93,0.34,0.91,0.71,2.43,0.09,2.54,3.77,2.93,1.66,1.25,4.13,0.82,1.96,0.61,3.84,3.52,1.85,2.23,2.21,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,0.69,3.24,4.91,1.56,0.79,4.15,0.93,2.21,0.61,3.08,5.27,1.62,2.95,2.28,2.66,0.57,3.13,0.85,4.69,2.82,2.18,1.93,2.71,3.37,2.72,3.26,0.85,,1.3,2.04,3.41,4.22,1.96,2.72,2.81,1.7,0.97,2.02,2.19,3.32,2.77,0.05,4.79,1.38,4.04,4.4,1.5,1.02,3.58,3.19,3.51,0.5,3.78,4.47,3.12,1.18,1.87,2.06,0.95,2.06,6.12,4.2,4.6,1.51,1.47,1.05,4.34,2.9,3.68,5.28,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.98,1.58,2.3,2.11,1.93,3.73,2.19,4.79,6.41,4.23,2.31,5.36,2.17,0.69,2.04,2.33,2.08,2.09,2.46,4.01,3.25,3.47,2.44,1.57,1.84,1.88,1.6,,3.45,1.29,4.65,1.09,4.64,5.58,4.02,4.02,1.61,2.39,3.52,2.46,4.78,1.47,5.6,1.76,1.61,2.76,1.57,5.08,2.16,3.22,0.74,4.1,8.24,3.86,2.95,3.38,3.26,3.61,3.02,2.11,3.27,6.09,2.39,0.54,1.86,2.52,1.37,0.61,2.25,2.23,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.22,5.92,3.6,1.51,1.31,3.15,3.71,2.98,2.6,2.39,4.29,1.75,1.96,5.56,2.35,2.51,1,2.47,0.77,1.7,1.21,1.25,2.45,1.39,0.4,0.6,4.83,,0.67,3.79,0.72,0.83,1.66,3.58,1.2,1.42,0.83,0.49,1.85,2.22,0.44,1.96,1.63,2.25,1.44,0.86,1.26,0.85,7.02,2.7,1.63,0.79,2.64,3.54,3.24,3.21,1.54,4.66,0.32,1.22,5.08,3.83,1.97,1.24,1.9,3.94,3.17,1.35,2.1,1.54,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,4.53,3.03,4.93,1.85,3.4,6.03,3.39,1.94,3.84,0.83,6.58,3.23,5.01,3.47,0.96,6.55,4.88,1.86,0.58,4.08,1.05,3.73,3.96,1.72,4.13,2.87,3.62,,3.53,2.74,2.97,2.18,3.15,6.95,0.49,1.76,6.33,5.37,1.19,4.05,2.72,2.49,3.59,3.85,2.84,1.55,4.06,3.7,1.41,2.98,1.99,2.93,1.13,2.45,5.08,3.48,2.84,2.22,5.41,4.04,3.49,0.87,3.85,5.6,2.51,5.08,3.45,3.09,4.29,3.79,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
