BATTLE (OAKHURST ROAD),,,,,,,,,,,,
Grid ref,TQ756175,Long,0.497479,Lat,50.930222,,,,,,,
Station no,553/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.55,3.57,1.29,1.98,5.13,5.58,,,,,,
February,7.35,1.42,2.00,2.88,2.14,1.73,,,,,,
March,4.87,3.24,0.30,4.31,1.85,0.69,,,,,,
April,2.31,1.58,2.21,0.45,0.36,1.40,,,,,,
May,2.52,1.76,1.37,2.14,4.70,0.52,,,,,,
June,1.38,1.15,2.06,2.89,1.87,2.80,,,,,,
July,2.01,0.70,3.63,4.85,1.14,2.91,,,,,,
August,5.33,5.96,2.49,4.21,1.81,4.57,,,,,,
September,3.82,4.53,3.64,3.72,2.49,3.97,,,,,,
October,2.94,3.76,2.53,2.95,5.59,1.59,,,,,,
November,6.49,4.56,1.77,6.98,1.54,0.96,,,,,,
December,3.25,4.57,0.75,2.33,4.41,4.47,,,,,,
Total,46.82,36.80,24.04,39.69,33.03,31.19,,,,,,
Calc annual,46.82,36.80,24.04,39.69,33.03,31.19,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
