"READING (ENGLEFIELD)",,,,,,,,,,,,
Grid ref,SU625721,Long,-1.102090,Lat,51.444451,,,,,,,
Station no,807,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,1.96,0.93,1.38,2.97,3.56,1.87,2.98,3.35,3.74,,
February,4.99,0.77,1.62,2.23,1.39,0.31,3.24,3.96,0.20,2.77,,
March,3.86,2.36,0.38,2.52,1.06,0.68,1.56,1.12,2.81,1.26,,
April,3.03,1.25,2.38,0.26,0.38,1.72,0.19,1.13,2.13,0.62,,
May,2.50,2.69,1.82,2.89,4.13,0.39,1.54,2.02,0.35,0.77,,
June,0.50,1.26,2.40,4.41,2.67,2.19,1.31,4.71,2.28,3.00,,
July,1.20,0.48,2.86,2.53,0.22,2.10,4.41,2.80,2.64,3.78,,
August,4.23,4.31,1.96,3.13,0.49,3.55,2.71,3.96,2.51,3.13,,
September,3.34,2.16,2.21,1.73,1.18,2.73,3.10,3.82,0.04,3.91,,
October,0.96,3.65,2.86,2.04,2.78,1.68,2.29,2.74,3.01,8.14,,
November,7.06,3.49,1.30,4.83,1.94,0.99,2.35,2.40,2.67,4.45,,
December,2.25,2.30,0.66,2.49,2.62,4.22,2.81,3.05,4.69,3.64,,
Total,36.80,26.68,21.38,30.44,21.83,24.12,27.38,34.69,26.68,39.21,,
Calc annual,36.80,26.68,21.38,30.44,21.83,24.12,27.38,34.69,26.68,39.21,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,,
