HAVANT-PORTSMOUTH-WW (MONTHLY GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU711063,Long,-0.991342,Lat,50.851857,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,4.04,2.98,1.24,1.1,3.07,2.15,,1.72,4.5,2.7,0.84,2.79,0.59,2.75,3.4,1.05,0.9,1.9,2.94,0.78,6.11,0.9,0.59,0.84,2.55,1.23,3.71,4.88,0.54,4.8,1.01,1.47,3.55,5.62,3.62,3.6,4.93,1.59,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.56,0.79,0.81,1.87,0.89,0.03,,3.15,1.8,0.07,0.27,3.3,1.6,3.17,5.1,0.96,1.9,1.36,2.88,0.51,2.51,1.25,0.92,0.29,2.8,1.84,2.05,1.47,3.94,4.61,3.76,1.16,1.13,2.56,0.55,0.23,3.04,5.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.08,0.88,3.26,1.86,1.05,2.14,,0.31,1.37,1.86,3.16,4.27,0.53,0.38,0.64,2.2,1.8,2.17,0.77,3.27,1.05,0.43,2.1,3.6,0.81,1.94,3.53,3.05,4.44,0.8,3.15,2.2,0.95,4.71,1.98,1.08,1.85,1.66,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.4,1.05,1.23,2.15,2.41,0.81,,0.05,1.86,2.3,0.29,1.75,1.08,2.56,1.42,2.33,1.11,2.11,1.07,1.45,0.61,3.31,1.72,1.29,2.03,1.4,0.04,2.77,1.61,1.16,0.89,1.77,2.06,1.94,2.36,0.99,3.39,3.49,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,3.82,0.84,1.76,3.57,2.04,2.04,,0.84,0.76,0.16,0.46,1.43,3.21,0.72,0.94,0.84,2.31,2.24,3.29,0.35,1.92,2.03,1.43,1.71,1.51,2.65,1.44,2.95,0.96,3.53,1.61,2.49,1.26,0.43,1.14,1.38,0.92,2.66,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,0.45,1.51,3.5,0.76,2.3,1.53,,1.23,1.83,0.82,1.8,3.5,2.05,0.95,3.02,3.2,3.37,1.76,0.92,2.98,1.01,2.2,0.61,2.6,2.2,1.87,3.3,0.6,1.52,1.04,1.72,2.77,0.86,0.64,2.08,0.18,1.57,0.44,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.56,0.72,5.5,2.16,2.54,2.07,,3.4,5.23,3.79,0.69,0.85,0.4,2.36,1.07,2.47,1.46,2.07,1.7,0.17,0.41,1.06,1.25,2.53,2.23,0.93,2.16,2.2,3.38,2.74,0.65,1.86,2.83,0.88,4.88,0.48,3.23,0.72,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.42,1.8,2.34,2.25,2.92,5.95,,1.42,1.68,2.99,1.96,4.01,1.17,0.75,1.97,1.53,4.01,3.5,2.41,2.11,1.33,1.54,3.24,2.41,3.94,0.49,6.9,2.34,1.54,1.35,1.59,4.8,2.24,2.71,1.16,1.89,2.55,2.1,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.4,3.49,0.61,0.52,0.53,1.14,,1.99,3.46,0.58,8.49,2.88,0.98,2.3,0.43,2.07,0.64,3.7,1.58,1.7,1.2,0.49,1.57,2.85,0.12,1.33,2.81,2.99,1.32,2.85,2.6,1.17,5.56,1.43,2.13,0.69,1.49,1.87,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,4.3,1.29,1.67,6.1,1.17,6.93,,4.86,4.9,3.16,2.78,0.4,3.2,1.8,1.9,2.5,1.9,7.43,1.9,1.28,3.4,5.27,2.76,5.86,3.8,4.9,3.08,5.01,2.01,4.15,4.76,3.7,1.26,0.62,3.88,0.56,0.96,6.03,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
