GREENOCK W W (LARGS ROAD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS242686,Long,-4.811852,Lat,55.878382,Elevation,910,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,10,1.52,4.29,2.49,4.93,7.77,9.91,3.45,6.79,7.04,4.7,3.1,7.05,3.77,8.14,6.36,6.1,4.9,4.9,3.5,5.5,5.2,6.45,4,5.25,5.8,6.4,12.7,6,7.43,5.46,5.97,11.36,9.63,13.69,2.55,8.16,9.72,12.2,8.3,10.4,3.7,7.1,10.1,10.4,5.7,4.6,1.9,10.5,8.3,9,4,9.4,10,9.5,8.8,4.6,6,7.6,5.5,8.5,5.3,4.7,7.5,7.7,2.7,5.4
February,,,,,10.4,0.84,4.63,4.12,7.29,2.98,4.1,2.75,1.56,7.84,5.45,3.6,4.25,5.8,2.61,4.5,8.25,6.4,5.14,3.2,4.9,6.75,5.37,1.37,8.54,1.43,8.25,2.8,5.44,9.33,1.78,3.36,7.66,4.95,6.15,3,0.45,7.36,0.1,8.6,1.6,8.1,4.8,7.6,4.6,9.2,3,6.7,2.1,7.3,3,10.5,4.7,2,6.2,7.6,5.7,4.3,3,4.1,7.5,4.4,2.5,5,4.9,3.6,7.2
March,,,,,4.92,6.1,7.8,7.39,3.09,3.34,0.32,1.9,4.06,8.65,3,6.25,2.4,4.5,4.08,3.85,2.1,0.87,6.9,5.86,7,3.8,3.4,2.7,3.13,3.37,6.1,8.9,2.64,2.76,1.59,2.77,6.78,6.48,7.22,1.55,4.06,2.01,3.4,5.6,4.1,2.9,5,2.2,7.9,5.1,6,3.2,6.6,4,1.8,4.7,3.2,4.7,7,4.1,4.4,5,5.2,1.8,6.5,2.1,4.2,6.2,2,5.3,4.3
April,,,,,4.3,4.1,3.26,4.21,2.61,5.16,2.8,4.7,3.02,1.35,5.12,2.75,1.83,4.23,1.35,4.5,4.8,3.9,4.33,4.05,4,2,5.08,1.6,1.5,2,2.15,2.3,3.5,5.31,3.49,7.94,3.07,5.08,2.41,1.61,2.55,3.41,6.6,5.3,7,5.2,2.2,3.9,1.1,4.6,4.6,3.7,3.5,4.6,3.9,2.2,4.7,7.7,3.7,8.1,4.2,3.7,3.6,2.7,5.2,7.2,2,3.8,2.7,6.5,8.7
May,,,,,6.17,0.26,0.88,3.76,2.72,4.05,4.9,1.95,3,3.15,3.4,1.65,4,5.8,3.2,4.2,2,4.5,2.1,4.85,2.6,0.48,5.95,2.15,3.41,0.82,5.25,4.3,6.6,3.05,5.58,8.74,5.15,4.85,2.21,6.3,2.99,5.89,3.4,5,5.4,0.9,3.3,2.1,4.9,2.1,1.4,3.3,4.1,4.6,5.9,5.5,2,5,2.4,2.9,2,2.7,2.5,3,4.6,6.9,4.4,3,5.1,2,3.1
June,,,,,7.45,2.45,5.53,6.97,3.86,2.66,3.5,2.3,1.3,2.72,3.3,1.37,2,4.32,3,2.95,2.25,3.5,6,5.7,1,2,2,3.63,1,5.5,2.72,1.9,3.6,2.05,3.53,2.09,5.09,4.84,7.56,4.01,3.66,9.13,3.1,3.6,4.4,4.9,2.4,4.7,8.6,2.7,2.1,2.3,2.9,4.1,6.8,4.8,4.9,4.8,6.6,1.5,2.7,2.4,4.5,1.9,6.7,10.5,3.9,2.9,4.5,4.3,3.8
July,,,,,4.95,4.3,6.55,3.62,3.68,5.51,2.75,2.04,6,4.7,4.35,3.6,3.76,2.2,5.78,6.4,3.17,5,3.3,1.03,1.54,5.8,3.45,2.5,3.6,2.1,5.1,5.7,3.7,6.14,5.28,2.08,3.76,7.69,5.24,6.43,4.01,6.11,5.6,6.8,4.6,4,8.2,5.4,7.1,8.3,4.7,4.3,5.3,2.4,5.5,5,4.6,5.6,7.2,2.9,5.3,4.8,4.1,6.9,5.2,5.5,6.3,7.2,7.5,8.9,7.6
August,,,,,7.05,7.5,4.22,7.55,9.76,2.65,5.76,7.5,4.12,10.74,4.9,5.34,3.09,6.5,4.5,4.5,8.27,3,5.9,1.02,4.5,3.8,4.3,2.86,3.4,4.2,4.4,7.5,3.2,8.41,5.59,5.33,6.37,7.89,5.47,7.86,7.92,3.11,4.7,6.2,6.4,3.5,4.2,4.4,4.3,2.8,3.9,6.7,8.2,11.1,5.5,4.2,3.5,0,8.4,5.6,7,5.2,6.4,6.6,7.4,1.4,6.3,6,6.2,1.7,4.9
September,,,,,0.22,3.76,6.77,5.68,6.26,6.96,5.7,4.3,4.24,4.6,6.6,3.8,2,1.5,10.27,2.5,1.63,3,3,2.3,3,1.1,2.75,4.6,6,6.32,4.9,2.6,5.6,11.75,7.56,4.74,5.32,9.58,6.08,2.85,5.79,2.97,7,1.3,8.3,8.9,5.1,4.8,7.8,4.7,5.5,2.6,7.6,6.4,8,7.4,7.9,6.7,9.8,3.3,11.4,5.5,4.7,7.9,10.1,9.5,5.7,4.4,5.7,2.5,4.6
October,,,,,5,4.9,4.11,3.73,3.69,5.48,8.6,6.57,2.8,9.65,3.9,5.32,8.4,5.6,1.75,7.5,2.07,4.2,6.3,3.45,2.7,2,8.8,12.7,7.85,1.34,4,7.9,3.9,9.59,4.15,6.43,8.41,9.45,12.87,8.78,10.97,7.31,10.1,3.9,11.5,12.6,7.5,4.1,13.2,6.3,7.4,7.5,9.3,12.6,8.6,9.7,0.8,3.7,10.6,9,6,2.2,8.4,5.6,12.5,6.9,3.6,6.6,5.6,8.6,5.1
