LEICESTER (HINCKLEY ROAD NURSERIES),,,,,,,,,,,,
Grid ref,SK567041,Long,-1.163686,Lat,52.631701,,,,,,,
Station no,2502/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.95,0.89,1.23,1.99,3.67,1.19,,,,,
February,,0.68,1.39,2.08,1.86,0.57,3.36,,,,,
March,,2.48,1.76,1.89,2.84,1.06,2.26,,,,,
April,,1.86,2.04,0.54,1.00,1.02,0.18,,,,,
May,,2.49,1.71,2.27,3.81,0.85,1.30,,,,,
June,,1.80,2.57,2.83,3.05,2.90,1.27,,,,,
July,,0.43,2.26,2.14,0.98,5.60,3.60,,,,,
August,,2.79,2.17,3.91,0.30,4.29,2.57,,,,,
September,,1.39,1.23,1.78,1.25,1.50,4.81,,,,,
October,,2.67,2.34,3.19,1.56,1.49,1.16,,,,,
November,,2.07,1.30,4.74,1.22,0.83,1.62,,,,,
December,,2.67,0.85,2.62,1.63,2.73,2.30,,,,,
Total,,23.28,20.51,29.22,21.49,26.51,25.62,,,,,
Calc annual,0.00,23.28,20.51,29.22,21.49,26.51,25.62,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
