"SWINESHAW MOOR LEES HILL",,,,,,,,,,,,
Grid ref,SK009992,Long,-1.987904,Lat,53.489510,,,,,,,
Station no,2753,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.47,,
February,,,,,,,,,,1.86,,
March,,,,,,,,,,2.75,,
April,,,,,,,,,,3.29,,
May,,,,,,,,,,1.95,,
June,,,,,,,,,,3.14,,
July,,,,,,,,,,6.74,,
August,,,,,,,,,,3.18,,
September,,,,,,,,,,3.51,,
October,,,,,,,,,,7.20,,
November,,,,,,,,,,1.76,,
December,,,,,,,,,,7.31,,
Total,,,,,,,,,,44.16,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.16,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
