BELTURBET RED HILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IH4460017000,Long,-7.318908,Lat,54.100306,Elevation,208,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,4.19,4.33,5.67,5.29,2.38,5.07,1.71,6.45,3.61,2.16,1.25,0.48,1.83,5.35,4.82,2.67,3.23,2.93,1.81,2.74,4.67,1.11,1.57,2.32,4.29,2.3,2.1,1.81,2.69,4.1,2.7,2.69,2.16,,,,,,,
February,2.51,3.36,3.16,0.8,1.63,1.53,4.5,3.23,2.21,2.31,2.66,3.77,2.16,3.59,2.96,3.29,2.63,1.39,0.51,2.45,0.76,0.2,2.08,3.56,3.92,0.22,1.84,3.17,3.16,2.71,2.15,1.35,1.92,,,,,,,
March,1.54,2.83,2.31,2.45,2.09,0.98,3.22,2.7,2.1,2.98,2.46,2.9,3.94,1.43,2.82,2.25,3.13,1.04,3.91,2.15,2.85,1.79,0.87,1.29,1.93,3.77,4.54,4.77,0.91,1.76,0.13,2.33,1.75,,,,,,,
April,1.16,3.31,2.3,1.41,2.56,0.52,2.08,1.85,1.83,1.54,4.36,2.12,3.32,1.73,1.21,2.13,1.91,1.76,2.42,2.88,1.62,2.72,0.97,0.97,3.8,1.9,1.73,3.98,3.7,3.47,1.96,2.19,2.03,,,,,,,
May,2.91,0.92,1.94,1.74,1.38,2.49,0.98,2.44,3.9,3.35,1.04,2.28,3.02,1.68,2.62,1.95,3.37,1.54,2.68,3.83,1.64,2.64,4.79,1.98,2.11,0.33,0.6,2.1,3.11,3.6,2.47,1.51,3.01,,,,,,,
June,1.22,2.09,4.04,1.42,1.28,3.58,1.7,3.97,5.51,5.38,3.08,4.85,3.45,2.34,1.31,0.88,2.33,0.13,5.41,0.53,2.65,2.53,3.01,2.52,1.93,1.01,3.56,4.94,2.74,2.01,2.81,3.03,1.62,,,,,,,
July,1.65,7.82,1.5,3.73,2.42,2.64,2.03,3.97,2.06,5.24,5.6,1.38,6.65,3.75,6.21,2.57,3.74,2.83,5.18,2.27,3.25,1.82,2.85,3.75,5.09,4.31,8.26,4.39,0.55,1.91,1.63,1.18,3.19,,,,,,,
August,1.24,2.46,3.25,5.62,4.48,3.29,3.33,4.46,4.09,3.61,1.99,3.79,3.11,3.01,1.55,1.65,2.5,2.91,3.4,6.04,3,7.74,6.01,4.02,2.38,7.23,2.2,5.64,4.02,3.03,4.26,3.59,2.29,,,,,,,
September,3.35,2.03,5.5,3.2,3.3,4.21,3.49,2.58,3.93,4.6,2.79,2.01,3,3.39,2.67,4.97,3.72,2.44,0.98,2.5,3.54,2.79,3.59,1.94,0.18,0.46,4.86,2.32,3.55,3.63,1.9,2.89,2.92,,,,,,,
October,7.6,2.59,4.37,2.77,4.43,5.22,3.88,4.46,2.95,2.08,0.78,2.68,2.61,3.54,3.42,3.3,5.12,1.19,1.63,3.59,2.12,3.56,1.99,2.88,3.67,3.42,2.39,2.83,3.06,1.91,3.57,2.66,1.77,,,,,,,
November,1.86,1.78,3.73,2.05,3.01,4.57,3.31,4.45,1.49,1.09,4.22,,5.65,4.1,2.99,2.63,2.95,3.26,3.87,2.34,6.12,2.17,4.14,1.93,2.42,3.75,1.36,4.23,2.19,3.06,2.62,2.1,2.22,,,,,,,
December,3.22,2.52,5.3,1.13,3.19,2.55,6.73,4.15,1.82,2.23,2.74,2.95,3.77,1.81,3.67,1.48,5.33,3.08,4.35,3.84,1.34,5.89,2.44,3.34,2.63,3.8,4.39,5.81,2.81,4.81,2.98,2.87,1.69,,,,,,,
Total,32.45,36.04,43.07,31.61,32.15,36.65,36.96,44.71,35.5,36.57,32.97,,42.51,35.72,36.25,29.77,39.96,24.5,36.15,35.16,33.56,34.96,34.31,30.5,34.35,32.5,37.83,45.99,32.49,36,29.18,28.39,26.57,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1881 Nov 3.5 computed, gauge blew over",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 tot mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
