"BARNET GAS WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2844,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,2.51,1.96,0.69,1.61,2.89,1.92,0.79,2.11,0.80,2.84,,
February,0.98,0.00,1.41,3.20,1.88,0.12,0.37,2.63,1.22,2.02,,
March,2.09,1.45,1.14,0.38,1.33,1.63,3.47,4.00,1.06,0.60,,
April,1.48,0.76,0.80,0.04,2.08,1.16,0.54,1.73,1.28,2.79,,
May,1.24,3.25,1.37,0.57,1.84,0.40,0.23,1.42,2.60,1.42,,
June,2.24,0.62,3.07,0.64,1.74,0.30,1.91,3.09,1.28,1.96,,
July,4.98,2.81,1.85,2.44,2.66,4.03,0.98,1.92,0.56,1.58,,
August,3.11,3.50,3.00,2.08,3.22,3.39,2.44,2.73,1.24,0.37,,
September,0.72,1.50,2.81,0.93,1.07,1.01,6.79,2.60,0.32,2.78,,
October,1.19,5.45,3.66,3.69,3.78,2.69,3.07,0.61,3.42,2.31,,
November,2.40,2.04,2.11,2.32,3.16,4.39,1.19,0.99,1.85,4.14,,
December,0.45,3.76,1.49,2.52,2.24,2.18,4.02,2.74,2.46,1.47,,
Total,23.39,27.10,23.40,20.42,27.89,23.22,25.80,26.57,18.09,24.28,,
Calc annual,23.39,27.10,23.40,20.42,27.89,23.22,25.80,26.57,18.09,24.28,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
