"AUCHINCRUIVE",,,,,,,,,,,,
Grid ref,NS389236,Long,-4.550699,Lat,55.479597,,,,,,,
Station no,5254/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.55,5.01,2.37,3.49,2.31,2.55,4.17,3.93,1.41,3.70,,
February,2.69,1.85,1.14,2.85,1.49,0.95,1.77,3.22,1.54,2.62,,
March,2.70,1.42,0.79,2.11,1.42,1.42,3.39,0.71,1.90,1.70,,
April,2.27,1.77,1.24,0.94,2.60,0.84,2.00,1.18,1.83,2.16,,
May,1.75,1.67,1.72,1.79,2.96,1.76,1.60,2.64,1.41,1.44,,
June,1.52,2.52,0.93,3.70,2.43,2.19,1.83,2.72,3.50,1.68,,
July,1.96,3.07,4.65,5.18,1.59,5.12,3.25,4.44,4.41,2.66,,
August,3.74,4.98,2.96,4.03,2.04,6.35,4.95,4.24,0.57,3.38,,
September,2.64,3.19,3.62,5.02,3.46,3.44,4.16,3.91,1.46,2.78,,
October,1.06,3.52,3.29,8.02,1.99,3.32,4.13,3.36,5.53,2.13,,
November,4.81,2.07,5.61,4.96,1.83,1.19,1.89,1.43,3.67,5.04,,
December,6.68,3.39,4.12,5.25,4.49,4.23,2.67,3.59,4.49,4.95,,
Total,35.37,34.46,32.44,47.34,28.61,33.36,35.81,35.37,31.72,34.24,,
Calc annual,35.37,34.46,32.44,47.34,28.61,33.36,35.81,35.37,31.72,34.24,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
