DEVONPORT-CREMYLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX453534,Long,-4.176267,Lat,50.360124,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.85,1.63,2.93,3.46,4.31,1.23,2.32,1,5.76,5.06,2.33,1.68,4.75,5.29,1.95,6.28,1.38,1.62,2.09,4.59,1.49,4.11,7.68,1.17,4.55,2.13,1.94,3.93,5.57,6.27,3.8,4.4,2.83,6.36,5.09,5.53,4.13,7.77,2.89,4.34,2.5,3.67,2.1,3.47,0.45,6.67,5.22,5.35,7.31,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.03,2.39,5.34,2.44,0.03,0.7,4.08,1.38,3.65,5.23,1.19,1.46,1.91,6.33,0.98,4.74,2.17,2.71,0.52,6.2,2.8,4.32,1.44,5.62,7.18,4.13,1.36,2.37,4.97,0.95,0.3,3.81,8.5,1.83,4.61,2.97,3.02,2.39,2.3,2.26,3.57,0.03,3.55,0.16,3.27,3.06,7.67,1.41,1.21,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.53,1.06,0.24,1.85,2.89,4.5,4.58,1.35,0.96,2.15,2.63,2.51,5.61,1.91,5.46,1.54,1.21,4.28,5.67,0.97,3.03,7.07,4.29,7.93,0.93,3.28,3.3,2.16,5.32,3.4,2.4,2.84,2.7,2.13,0.56,0.7,4.07,4.52,0.74,2.62,4.24,1.71,3.42,3.04,0.93,3.19,4.85,0.34,1.33,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.25,1.34,0.58,2.7,2.12,0.34,4.03,1.15,3.31,1.87,3.83,1.77,1.69,1.48,2.64,1.01,5.44,3.15,2.15,2.36,2.3,0.27,4.36,2.27,1.29,0.99,1.38,1.52,2.76,4.41,0.84,2.85,3.65,4.85,3,2.42,2.09,1.37,0.9,2.52,2.19,2.95,2.17,2.7,5.89,2.55,3.28,0.16,2.59,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,2.98,1.4,1.27,2.71,0.94,0.01,1.99,4.21,2.37,1.61,1.73,1.96,1.63,3.78,1.29,3.91,3.34,2.11,1.24,2.81,1.25,2.04,3.19,1.37,2.74,1.4,2.82,1,1.53,1.71,2.56,1.43,2.47,5.09,4.37,3.88,0.42,1.17,3.62,2.7,2.5,4.18,1.24,1.37,1.64,0.56,2.84,3.35,1.33,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.39,1.44,0.77,2.66,2.14,1.67,1.95,2.05,1.24,3.96,1.55,2.94,2.68,1.17,2.45,2.05,2.81,0.57,3.52,2.3,2.19,5.65,1.05,0.83,1.75,2.5,5.99,1.22,0.92,1.7,0.12,1.17,0.3,1.94,0.03,3.49,3.45,2.39,2.83,0.78,3.41,2.94,2,1.3,4.12,1.09,1.3,1.23,2.6,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.61,1.09,5.24,4.16,3.35,1.55,0.85,0.31,1.02,1.11,3.31,1.86,4.06,5.85,0.8,2.11,1.75,1.9,3.4,4.42,1.24,2.8,0.45,4.79,4.07,1.18,4.76,3.48,1.46,4.73,0.85,4.2,1.13,6.22,3.31,0.83,3.76,1.98,2.56,2.33,4.02,2.18,2.69,0.78,0.52,6.88,1.99,3.14,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,7.59,4.97,1.75,2.85,3.58,1.07,4.99,2.23,1.33,2.43,2.13,2.03,4.18,3.96,4.11,2.58,2.29,4.14,1.97,6,2.41,9.03,1.11,3.84,1.71,4.02,10.23,1.85,2.47,0.96,2.37,3.86,3.05,3.38,4.02,2.54,3.17,2.23,3.58,3.5,3.06,1.5,1.49,3.49,3.3,0.9,0.92,5.19,2.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,2.93,2.52,2.46,2.45,0.39,4.29,2.62,1.07,1.91,1.53,4.01,2.69,4.2,2.7,1.41,1.01,2.07,3.09,1.33,0.39,2.54,1.71,2.34,3.04,1.08,1.9,6.93,7.3,1.81,1.08,1.04,3.58,3.63,4.59,3.8,0.37,5.82,1.75,0.52,4.17,1.07,5.33,1.69,3.22,4.6,3.14,2.55,1.93,0.89,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,8.09,3.75,3.27,4.43,3.6,2.83,1.05,4.91,3.04,2.06,2.41,2.63,8.06,2.36,1.71,4.16,6.1,1.68,6.33,5.58,3.62,4.95,4.53,2.07,4.68,6.19,10.86,2.84,1.64,3.87,0.93,1.75,6.13,6.17,3.82,2.8,2.95,6.02,6.07,3.27,0.85,6.33,3.31,3.07,4.94,1.24,4.44,4.02,4.38,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
