"CATTON RECTORY (YORK)",,,,,,,,,,,,
Grid ref,SE705539,Long,-0.926588,Lat,53.976366,,,,,,,
Station no,RR2163,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.29,1.51,1.16,1.88,1.85,,,,,,,
February,2.98,1.68,1.30,1.21,2.71,,,,,,,
March,1.50,2.60,1.19,2.91,1.63,,,,,,,
April,0.54,1.61,1.37,1.29,1.31,,,,,,,
May,1.42,1.34,1.81,4.10,1.94,,,,,,,
June,1.98,1.36,2.93,1.83,1.24,,,,,,,
July,1.21,1.63,2.62,3.47,2.02,,,,,,,
August,3.37,1.30,1.62,2.43,3.10,,,,,,,
September,1.39,1.26,0.38,3.22,0.73,,,,,,,
October,3.72,1.58,2.11,6.88,1.27,,,,,,,
November,2.79,3.67,1.48,1.57,1.56,,,,,,,
December,2.85,3.83,2.07,0.94,,,,,,,,
Total,27.04,23.37,20.04,31.73,,,,,,,,
Calc annual,27.04,23.37,20.04,31.73,19.36,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
