LEEDS HOLBECK WW DEPOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE298327,Long,-1.548,Lat,53.7898,Elevation,93,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,2.82,2.44,2.03,1.03,3.15,2.44,1.59,3.48,0.86,3.99,2.62,1.3,0.15,0.36,2.92,3.94,4.14,1.31,3.9,1.69,0.78,0.79,3.24,1.55,1.58,1.03,2.58,4.05,0.51,2.47,0.71,3.6,3.5,1.37,1.06,1.88,2.63,0.64,3.01,0.84,1.23,1.22,3.24,0.64,4.27,3.51,1.44,3.51,1.24,2.16,1.82,3.42,3.08,3.59,2.9,,,,,,,,
February,,,,,,,,,1.4,2.6,1.54,2.39,2.57,1.15,1.3,1.54,2.64,2.02,1.08,2.68,1.91,3.96,1.62,2,2.05,2.27,0.51,0.98,0.86,1.23,0.86,0.02,2.11,3.07,4.56,0.26,0.82,2.9,1.35,1.33,4.69,1.46,1.33,1.97,3.26,1.15,1.75,1.48,1.31,0.57,2.08,1.52,1.84,0.67,1.48,3.36,3.97,0.54,2.9,1.74,1.71,0.15,2.68,,,,,,,,
March,,,,,,,,,2.05,1.63,1.59,0.95,2.25,2.44,1.9,0.5,4.04,2.89,0.75,1.47,2.34,3.97,2.31,1.15,1.41,1.44,2.36,0.12,3.08,2.53,1.54,1.08,0.86,0.42,1.73,1.92,2.98,2.69,0.91,1.07,0.6,1.92,0.89,2.98,1.82,1.97,1.52,1.68,3.22,2.8,0.46,0.79,3,2.73,2.38,0.88,4.05,2.31,1.18,3.76,1.87,1.12,,,,,,,,,
April,,,,,,,,,1.78,1.53,0.6,3.5,3.49,0.61,1.3,0.53,2.22,3.35,2.24,2.22,2.22,1.64,3.6,3.12,1.84,1.31,1.62,0.46,2.18,2.55,0.79,1.98,1.06,0.95,3.35,1.49,1.16,2.11,2.58,1.82,1,2.15,1.93,1.31,1.41,2.16,0.51,1.35,2.18,2.39,1.91,0.81,0.23,2.83,1.12,0.86,1.07,1.78,1.01,1.57,3.35,1.39,,,,,,,,,
May,,,,,,,,,0.96,4.54,1.19,1,1.24,2.45,1.1,1.78,0.81,2.03,4.25,1.45,2.29,1.33,1.43,1.09,1.17,1.92,4.26,2.11,0.58,2.9,3.03,2.18,2.73,1.97,1.42,0.45,0.52,1.16,1.86,2.93,1.27,1.17,3.08,3.18,2.88,0.54,1.77,3.78,1.99,1.68,1.66,1.53,3.01,2.46,0.91,1.32,2.01,2.41,2.96,1.52,2.65,1.16,,,,,,,,,
June,,,,,,,,,0.16,0.71,2.03,3.47,4.98,1.1,0.53,2.52,2.08,1.17,4.4,4.16,2.37,1.7,3.71,3.76,0.72,2.81,0.83,0.06,2.49,0.37,2.44,1.15,4.34,1.5,2.47,3,3.68,3.44,3.08,1.64,2.67,0.92,1.77,1.28,0.72,1.27,1.63,2.87,0.85,2.54,2.37,3.71,4.34,1.52,1.84,1.35,1.8,1.26,1.23,0.88,1.54,0.02,,,,,,,,,
July,,,,,,,,,0.34,0.51,0.88,2.81,5.38,2.61,2.42,3.27,1.81,3.63,1.04,3.4,4.81,2.19,3.41,3.58,4.64,0.96,6.06,1.15,4.08,1.24,2.15,2.67,1.56,4.86,2.87,6.99,1.52,0.43,1.05,1.29,4.29,1.33,1.96,2.27,1.48,1.19,1.11,1.74,2.37,2.88,2.72,0.35,4.77,0.73,3.15,3.46,1.09,0.91,4.43,2.77,5.35,0.53,,,,,,,,,
August,,,,,,,,,1.84,1.47,1.77,1,2.44,2.1,1.86,2.02,1.87,4.09,5.32,3.69,1.61,3.84,2.02,1.81,0.92,0.73,1.96,1.2,1.84,3.29,3.92,3.93,2.54,2.08,2.79,1.78,2.15,3.08,3.15,1.71,5.49,1.61,4.26,2.19,3.57,4.29,1.7,1.46,2.12,2.35,3.31,1.89,5.38,1.26,1.9,2.45,1.78,5.15,2.04,1.95,1.58,4.05,,,,,,,,,
September,,,,,,,,,2.95,4.22,0.94,5.84,3.92,1.66,2.14,2.76,3.23,3.06,2.92,1.71,4.18,2.46,1.93,4.6,1.43,2.34,1.1,2.34,0.64,1.09,1.75,1.52,1.51,1.67,0.46,1.33,3.54,2.36,0.32,3.24,0.36,1.09,0.97,3.57,0.77,1.29,0.51,0.57,1.79,1.56,0.11,2.47,1.35,1.23,1.17,0.63,1.86,0.63,6.1,0.67,1.23,0.85,,,,,,,,,
October,,,,,,,,,2.75,1.44,6.52,2.95,4.42,2.03,1.78,4.25,2.96,3.69,2.19,0.71,4.69,2.69,4.15,3.05,1.45,4.63,3.69,1.93,0.51,3.54,0.55,3.5,8.13,2.28,3.96,3.3,3.87,1.86,3.77,2.25,3.58,1.92,2.56,6.79,0.39,1.69,4.09,4.97,1.08,1.99,3.19,2.41,2.53,2.85,2.07,1.1,3.7,3.85,1.45,2.58,1.85,1.78,,,,,,,,,
