"LEEDS HOLBECK W WORKS DEPOT",,,,,,,,,,,,
Grid ref,SE299392,Long,-1.547004,Lat,53.848183,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.50,1.37,1.06,1.88,2.63,0.64,3.01,0.84,1.23,1.22,,
February,4.69,1.46,1.33,1.97,3.26,1.15,1.75,1.48,1.31,0.57,,
March,0.60,1.92,0.89,2.98,1.82,1.97,1.52,1.68,3.22,2.80,,
April,1.00,2.15,1.93,1.31,1.41,2.16,0.51,1.35,2.18,2.39,,
May,1.27,1.17,3.08,3.18,2.88,0.54,1.77,3.78,1.99,1.68,,
June,2.67,0.92,1.77,1.28,0.72,1.27,1.63,2.87,0.85,2.54,,
July,4.29,1.33,1.96,2.27,1.48,1.19,1.11,1.74,2.37,2.88,,
August,5.49,1.61,4.26,2.19,3.57,4.29,1.70,1.46,2.12,2.35,,
September,0.36,1.09,0.97,3.57,0.77,1.29,0.51,0.57,1.79,1.56,,
October,3.58,1.92,2.56,6.79,0.39,1.69,4.09,4.97,1.08,1.99,,
November,3.41,4.26,1.67,1.19,1.66,3.33,2.97,2.90,1.16,0.33,,
December,3.58,5.57,2.17,1.29,1.50,0.21,2.21,2.41,1.30,4.71,,
Total,34.44,24.77,23.65,29.90,22.09,19.73,22.78,26.05,20.60,25.02,,
Calc annual,34.44,24.77,23.65,29.90,22.09,19.73,22.78,26.05,20.60,25.02,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
