"BATHEASTON RESERVOIR",,,,,,,,,,,,
Grid ref,ST769685,Long,-2.333554,Lat,51.415042,,,,,,,
Station no,1988,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.43,2.08,1.46,3.62,3.90,0.40,4.46,1.19,1.38,1.18,,
February,5.17,0.79,0.84,1.64,4.28,0.69,1.82,1.42,1.48,0.59,,
March,1.18,2.32,1.72,3.64,1.55,3.65,1.73,1.01,2.96,3.12,,
April,1.48,2.73,1.51,3.77,2.02,2.74,1.43,4.24,3.14,2.75,,
May,2.26,1.17,2.04,5.35,2.58,0.15,2.28,3.41,1.43,1.72,,
June,1.83,2.00,3.25,4.07,1.91,3.64,2.85,2.87,1.08,3.68,,
July,1.27,2.57,1.32,2.97,3.39,0.57,1.21,3.62,2.91,2.76,,
August,2.91,1.93,3.19,4.78,3.22,5.05,2.38,2.37,3.79,3.19,,
September,0.58,2.53,1.16,2.80,1.65,2.01,1.63,0.60,2.27,3.76,,
October,3.10,1.36,1.94,7.60,1.00,1.70,5.21,5.64,2.01,4.61,,
November,2.65,0.55,2.35,2.81,2.19,3.23,2.93,2.52,1.11,1.02,,
December,5.69,5.20,2.21,2.72,2.03,1.04,2.06,4.64,2.65,4.93,,
Total,31.55,25.23,22.99,45.77,29.72,24.87,29.99,33.53,26.21,33.31,,
Calc annual,31.55,25.23,22.99,45.77,29.72,24.87,29.99,33.53,26.21,33.31,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
