Rainfall at,BATHEASTON RESERVOIR
,
Station no,1988,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,,,2.90,2.56,1.30,2.67,4.57,3.68,4.46,4.38,
February,,,0.35,0.57,1.22,1.51,5.32,1.99,1.58,2.86,
March,,,3.91,0.90,2.19,0.86,2.15,2.56,1.50,1.46,
April,,,2.85,1.60,1.69,0.77,1.73,3.13,2.12,1.00,
May,,,3.86,1.84,0.88,1.89,1.32,1.82,1.10,4.55,
June,,,3.21,4.62,1.54,1.28,2.59,1.87,0.92,1.35,
July,,,2.69,0.49,0.61,3.84,3.32,3.81,0.86,1.00,
August,,,0.87,2.72,0.62,5.09,2.87,2.05,3.90,0.74,
September,,,3.05,3.54,2.58,0.05,7.33,2.03,3.64,4.45,
October,,,3.64,3.32,1.37,5.37,1.96,3.62,2.72,1.50,
November,,,0.73,2.34,1.46,3.91,3.31,1.08,1.75,2.04,
December,,,1.55,0.96,2.50,2.72,3.88,1.52,5.62,3.93,
Total,,,29.61,25.46,17.96,29.96,40.35,29.16,30.17,29.26,
Calc annual,0.00,0.00,29.61,25.46,17.96,29.96,40.35,29.16,30.17,29.26,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
