PLAS-CADNANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH557731,Long,-4.1635,Lat,53.235268,Elevation,156,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,7.03,4.06,5.88,4.94,3.53,2.86,4.27,3.33,4.79,6.58,2.78,1.35,6.73,6.57,6.6,1.96,5.58,4.26,8.75,3.55,1.48,4.62,4.8,,,3.64,3.76,5.56,4.2,5.82,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.66,3.66,0.25,2.65,0.7,5.31,2.85,4.67,1.01,3.92,3.3,3.2,2.26,3.68,1.63,3.89,4.74,0.72,2.09,1.5,5.36,4.5,1.82,,,2.26,0.99,3.15,7.22,0.83,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,2.91,1.23,2.98,2.65,2.28,1.25,2.72,2.74,2.58,3.34,2.39,3.78,3.64,1.64,1.28,1.58,1.43,5.27,1.56,2.52,2.63,5.55,1.91,,,1.85,1.58,4.31,1.11,1.53,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.2,3.86,3.85,1.19,1.97,3.03,1.18,3.17,0.57,2.1,2.08,2.26,1.39,1.49,1.6,1.35,0.44,3.85,2.23,3.7,3.86,2.11,2.82,,,2.98,1.85,0.54,2.18,4.02,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.57,2.48,4.2,1.61,5.38,2.01,2.28,1,2,0.86,2.33,2.51,2.87,4.16,2.99,2.91,1.93,3.05,1.36,1.68,0.64,2.06,2.09,,,4.14,2.51,2.73,4.72,1.52,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,2.4,6.74,1.23,2.75,2.42,6.69,4.43,2.28,5.82,2.06,1.08,2.26,0.28,4.36,2.62,2.53,4.08,3.54,5.69,0.58,2.58,0.74,3.78,,,4.59,2.33,2.74,4.8,2.49,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.38,2.69,5.03,2.44,0.89,0.78,6.71,1.79,6.52,5.6,4.65,2.81,3.61,2.98,2.21,2.52,2.67,3.53,2.72,2.63,2.19,1.79,1.61,,,1.66,6.38,5.99,4.39,2.68,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,5.11,6.14,2.04,2.77,3.77,2.76,2.55,1.2,2.7,2.25,0.98,4.23,4.1,4.16,2.8,0.58,4.01,0.34,3.52,3.38,6.84,4.12,3.98,,,1.17,8.51,7.52,3.67,0.88,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.61,3.98,4.98,1.56,4.61,8.37,3.95,4.85,1.82,1.41,4.19,1.3,5.05,4.34,4.25,3.42,5.27,4.08,4.74,1.63,8.38,5.85,4.52,,,4.03,3.87,7.77,6.21,1.1,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,6.88,3.7,5.72,6.49,5.95,7.56,3.16,4.99,7.35,3.29,5.17,5.17,5.57,4.97,4.58,4.54,0.65,0.59,2.84,7.14,4.31,0.61,3.9,,,3.44,3.22,6.42,4.08,5.79,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
