"SILCHESTER HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,767/4,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.62,3.61,4.62,1.60,1.32,2.10,1.69,5.12,1.12,0.68,,
February,1.91,0.79,1.13,0.85,1.83,2.28,1.36,0.87,1.21,4.01,,
March,3.03,2.46,0.56,0.13,0.70,1.12,5.25,0.84,1.42,0.95,,
April,1.88,1.52,0.76,1.07,1.05,1.67,2.09,1.45,1.58,2.16,,
May,1.27,2.99,2.56,0.28,1.82,2.81,1.56,2.62,1.99,1.28,,
June,1.82,0.62,0.89,1.97,2.33,2.42,1.84,1.62,0.27,0.91,,
July,4.28,1.48,1.81,2.46,2.67,2.01,1.29,0.66,1.96,4.37,,
August,4.18,1.71,1.32,1.53,1.18,3.62,0.57,4.87,1.53,3.88,,
September,0.23,1.08,1.04,2.33,2.30,4.03,1.06,2.44,2.78,3.41,,
October,1.38,3.52,4.09,3.64,3.65,0.96,0.58,2.24,6.39,0.48,,
November,2.88,1.77,1.52,4.74,0.17,5.00,1.10,1.90,3.15,4.91,,
December,1.55,3.51,1.61,2.01,3.03,2.52,2.45,3.99,1.37,1.43,,
Total,27.03,25.06,21.91,22.61,22.05,30.54,20.84,28.62,24.77,28.47,,
Calc annual,27.03,25.06,21.91,22.61,22.05,30.54,20.84,28.62,24.77,28.47,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
