SUTTON-CAMBORNE-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ257632,Long,-0.19542,Lat,51.35403,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,0.88,2.34,1.18,3.22,3.68,0.61,4.42,0.97,1.21,3.18,3.44,2.74,1.76,3.34,1.53,2.59,1.92,3.27,2.22,3.79,1.33,3.32,1.72,2.57,,,,,,,,
February,,,,,,,,,,0.7,3.75,1.16,1.83,0.79,3.66,5.03,4.55,0.94,0.96,2.32,0.69,0.17,2.23,4.53,0.8,4.57,2.52,4.49,1.54,0.54,0.7,1.74,0.28,,,,,,,,
March,,,,,,,,,,3.69,1.23,1.92,3.5,2.8,4.45,0.73,4.7,1.4,0.86,3.5,2.17,1.32,1.93,2.2,0.85,0.88,0.29,2.76,2.31,0.09,1.89,0.42,1.17,,,,,,,,
April,,,,,,,,,,2.51,1.78,2.04,0.07,2.76,0.77,1.52,1.39,2.5,3.85,3.13,2.9,1.13,2.58,2.05,4.08,2.56,3.51,2.03,1.7,1.02,1.6,4.22,2.7,,,,,,,,
May,,,,,,,,,,1.28,1.76,3.5,1.2,1.43,1.38,3.12,2.63,1.69,1.83,0.21,0.47,2.26,0.97,2.63,3.04,1.81,1.44,1.19,1.97,1.66,2.89,2.83,3.66,,,,,,,,
June,,,,,,,,,,3.76,2.24,2.26,3.05,0.24,1.65,0.57,1.81,1.92,0.89,1.23,1.58,0.13,1.45,0.35,2.51,0.14,3.98,3.94,2.77,1.08,0.81,1.29,,,,,,,,,
July,,,,,,,,,,2.98,2.54,0.17,2.17,2.49,2.37,3.85,1.74,5.56,6.2,2.17,4.2,0.18,3.82,3.27,3.59,3.55,1.75,2.46,2.3,1.48,2.23,2.77,2.92,,,,,,,,
August,,,,,,,,,,2,3.2,0.69,6.14,0.96,1.5,2.1,3.64,4.94,0.97,3.16,1.81,0.74,2.31,2.65,3.3,2.21,1.34,3.84,2.92,1.66,2.98,4.32,1,,,,,,,,
September,,,,,,,,,,2.74,1,1.22,3.51,2.11,1.04,2.14,1.64,2.47,5.46,1.37,3.12,1.39,1.95,1.45,3.59,2.62,1.5,5.22,0.94,0.19,3.68,1.99,1.51,,,,,,,,
October,,,,,,,,,,4.37,3.11,3.5,2.6,3.92,1.38,2.44,4.29,3.36,1.37,0.68,0.9,0.64,1.17,5.67,3.66,2.84,2.95,1.27,5.12,3.62,1.49,0.71,5.3,,,,,,,,
November,,,,,,,,,,0.91,3.15,3.63,2.04,2.62,3.42,2.41,5.91,1.44,2.43,1.54,1.62,1.84,1.55,1.88,3.96,2.82,5.45,2.89,2.07,6.71,4.41,3.28,0.91,,,,,,,,
December,,,,,,,,,,3.19,4.39,6.82,3.13,1.15,7.94,5.54,3.12,1.68,2.2,4.17,2.14,1.23,4.25,2.54,3.88,2.62,0.36,5.24,2.54,7.05,2.36,0.5,0.29,,,,,,,,
Total,,,,,,,,,,29.01,30.49,28.09,32.46,24.95,30.17,33.87,36.39,29.11,30.2,26.92,24.34,12.79,27.55,30.75,35.85,28.54,28.36,37.55,29.97,26.43,28.36,25.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillsboro 8 Camborne Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge erected by J G Wood Esq who says 'exceptionally good site',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge read 9am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 June Marked as estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer died 1931 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 Next observer said unable to continue owing to pressure of business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
