"SUTTON CAMBORNE ROAD",,,,,,,,,,,,
Grid ref,TQ259631,Long,-0.193395,Lat,51.353036,,,,,,,
Station no,140,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.58,,
February,,,,,,,,,,0.70,,
March,,,,,,,,,,3.69,,
April,,,,,,,,,,2.51,,
May,,,,,,,,,,1.28,,
June,,,,,,,,,,3.76,,
July,,,,,,,,,,2.98,,
August,,,,,,,,,,2.00,,
September,,,,,,,,,,2.74,,
October,,,,,,,,,,4.37,,
November,,,,,,,,,,0.91,,
December,,,,,,,,,,3.19,,
Total,,,,,,,,,,29.01,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.71,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30,,
