EARLY BANK PERTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 112 224,Long,-3.439676,Lat,56.385778,Elevation,66,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,,,2.42,2.36,1.17,1.53,4.92,1.92,5.18,5.83,4.98,4.04,0.55,1.86,2.32,2.22,3.94,3.55,1.9,5.41,5.11,2.56,2.76,5.53,15.66,8.95,5.48,2.61,,,,,,,,,
February,,,,,,0.88,1.51,0.54,5.3,0.94,4.03,1.02,3.06,1.14,1.08,0.94,4.08,0.92,1.02,2.38,2.17,1.72,1.82,1.92,8.83,1.5,4.88,2.9,6.96,2.02,6.79,,,,,,,,,
March,,,,,,1.55,1.5,0.79,2.95,1.21,0.47,3.88,0.53,1.14,1.39,2.26,0.2,3.74,1.25,2.88,2.74,3.29,4.9,0.19,3.91,1.29,3.44,3.04,3.28,1.57,0.46,,,,,,,,,
April,,,,,,1.69,3.43,1.31,2.27,1.19,2.07,1.69,0.47,1.02,0.11,0.78,2.18,3.22,1.97,3.55,0.56,0.86,2.13,2.28,1.9,0.75,1.02,4.18,3.06,1.05,0.61,,,,,,,,,
May,,,,,,1.03,3.12,4.76,0.84,2.42,1.99,0.37,1.5,0.69,3.31,1.23,2.63,2.42,2.32,0.35,1.52,1.69,4.53,1.88,1.73,3.08,1.3,4.03,2.23,0.85,,,,,,,,,,
June,,,,,,2.31,4.8,1.89,7.43,1.33,1.21,2,3.04,5.69,2.18,1.48,3.68,3.47,1.97,2.73,7.11,2.37,4.63,3.16,1.93,1.23,2.39,1.44,0.76,2.55,1.57,,,,,,,,,
July,,,,,,2.41,4.18,1.79,2.74,2.78,1.24,2.82,2.5,3.52,2.85,2.36,1.98,1.58,6.98,2.2,3.59,3.96,4.15,0.4,2.81,8.79,4.98,8.63,0.47,1.25,1.29,,,,,,,,,
August,,,,,,2.51,4.72,0.87,1.53,1.8,3.06,3.3,4.38,4.33,1.33,4.34,5.08,2.23,2.68,1.53,3.45,5.47,3.82,5.7,1.2,4.26,5.12,3.93,6.82,0.96,1.46,,,,,,,,,
September,,,,,,2.81,3.81,0.9,0.97,1.01,2.13,0.52,1.52,1.3,1.08,0.26,5.62,3.76,2.96,3.22,1.16,5.24,2.02,3.48,3.82,1.36,4.9,2.08,4.05,5.08,1.65,,,,,,,,,
October,,,,,,4.17,4.3,4.32,3.78,1.57,1.19,1.28,2.87,5.62,2.3,3.71,1.41,1.93,3.78,3.68,3.14,2.34,5.16,3.39,5.1,6.11,3.48,2.61,2.43,3.47,4.55,,,,,,,,,
November,,,,,,3.14,2.72,2.75,2.51,2,3.07,1.08,4.07,1.97,2.31,1.15,1.04,2.64,1.87,2.49,4.25,5.1,3.16,2.25,3.42,3.83,2.8,0.75,2.98,1.65,2.53,,,,,,,,,
December,,,,,,2.56,0.46,4.31,2.86,2.39,2.22,0.86,8.63,1.19,2.32,1.85,3.8,2.22,3.46,3.66,4.64,2.14,4.18,2.85,3.29,4.38,5.05,1.53,6.69,2.11,5.41,,,,,,,,,
Total,,,,,,27.48,36.91,25.4,34.71,23.56,24.6,24,38.4,32.59,24.3,20.91,33.56,30.45,32.48,32.61,37.88,36.08,45.91,32.61,40.5,39.34,44.89,50.78,48.68,28.04,,,,,,,,,,
