"COLCHESTER KING'S FORD",,,,,,,,,,,,
Grid ref,TL973216,Long,0.863718,Lat,51.858097,,,,,,,
Station no,1316,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,0.65,0.90,,
February,,,,,,,,,1.25,1.65,,
March,,,,,,,,,1.59,2.54,,
April,,,,,,,,,2.32,1.79,,
May,,,,,,,,,1.12,0.83,,
June,,,,,,,,,0.69,4.83,,
July,,,,,,,,,3.19,3.67,,
August,,,,,,,,,1.85,2.54,,
September,,,,,,,,,1.16,2.16,,
October,,,,,,,,,1.31,3.95,,
November,,,,,,,,,1.22,1.12,,
December,,,,,,,,,2.72,3.71,,
Total,,,,,,,,,19.07,29.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.07,29.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
