STEWARTSTOWN THE SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IH8560070600,Long,-6.67687,Lat,54.576576,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,5.38,2.09,6.62,4.33,2.5,1.17,0.77,2.21,4.51,6.02,2.73,3.45,1.83,1.63,2.64,3.86,1.85,2.83,2.85,4.51,3.27,1.55,1.38,2.07,3.58,3.59,3.15,2.43,6.64,3.53,2.39,3.54,1.9,,
February,,,,,,1.14,5.16,3.11,2.24,1.84,2.24,3.72,2.54,3.03,3.43,3.39,2.64,1.41,0.4,2.36,1.38,0.42,2.01,4.19,3.92,0.43,2.11,2.86,2.96,3.08,3.3,1.14,1.99,1.75,3.8,2.02,2.78,2.95,,
March,,,,,,1.26,4.45,2.12,1.91,2.48,2.84,3.42,3.26,1.55,3.47,1.74,2.81,1,3.4,1.38,2.38,1.83,1.01,1.34,1.98,3.49,3.77,4.15,1.04,2.49,0.83,2.91,2.17,4.52,2.33,4.1,2.7,3.84,,
April,,,,,,0.39,2.11,3.23,2.48,2.68,4.82,1.85,2.88,1.58,1.71,2.02,1.19,1.52,1.58,3.32,1.78,3.16,0.75,1.5,2.76,1.64,1.44,2.86,4.73,3.89,3.02,3.07,2.77,1.32,2.65,2.01,2.46,,,
May,,,,,,2.01,0.56,3.14,4.71,3.83,1.26,2.36,2.56,1.8,3.08,1.94,3.82,1.49,3.04,3.5,1.86,3.33,5.98,1.69,2.45,0.69,0.67,1.92,3.3,3.96,3.04,1.93,4.55,3.06,2.51,1.96,4.87,,,
June,,,,,,3.02,2.9,2.64,4.46,6.01,3.26,4.52,2.89,1.45,1.6,0.71,1.67,0.97,5.38,0.34,3.67,3.75,4.56,2.64,3.24,2.33,3.8,6.71,3,2.06,5.25,2.63,2.26,1.64,1.4,2.85,1.3,,,
July,,,,,,3.1,1.36,3.92,0.14,5.56,5.39,3.22,7.17,2.59,3.12,2.33,3.63,3.18,5.5,3.94,1.96,1.92,3.46,2.78,3.38,3.79,7.26,2.49,0.5,2.79,3.81,1.12,3.53,4.63,4.35,2.22,2.96,,,
August,,,,,,3.85,2.68,4.25,4.03,3.39,1.67,4.8,2.64,4.2,2.28,2.13,2.25,2.43,3.81,7.27,3.08,5.39,6.55,5.28,1.57,4.79,2.19,5.15,4.02,2.09,4.78,3.41,3.72,5.96,5.22,7.44,4.33,,,
September,,,,,,3.55,4.34,2.05,3.35,4.86,3.47,2.88,3.94,5.73,3.3,5.7,3.19,3.87,1.24,2.13,3.34,2.53,3.52,2.01,0.14,0.55,5.33,1.4,5.16,3.29,2.32,3.64,2.83,3.79,4.83,2.03,1.43,,,
October,,,,,,4.92,5.25,3.8,3.8,1.79,0.57,2.76,3.03,3.38,2.86,3.18,4.87,1.48,1.14,3.08,1.86,3.04,2.69,3.02,5.83,3.78,2.67,3.5,4.43,1.98,4.78,5,1.65,5.53,1.55,1.59,4.64,,,
November,,,,,,5.98,3.94,5.02,2.14,1.58,4.56,4.58,5.56,4.62,3.1,2.01,2.86,2.45,3.33,2.13,7.52,2.67,4.57,1.8,2.37,3.46,1.05,2.64,3.62,3.11,5.67,3.67,3.25,2.37,3.15,3.5,2.69,,,
December,,,,,,2.84,7.89,4.17,3.13,1.65,3.65,3.04,3.93,2.11,3.63,1.47,4.11,3.14,3.18,3.11,1.66,5.39,2.28,3.21,3.01,4.38,4.34,4.79,3.01,5.32,4.15,3.08,2.32,3.47,2.53,2.47,3.59,,,
Total,,,,,,37.44,42.73,44.07,36.72,38.17,34.9,37.92,42.61,36.55,37.6,29.35,36.49,24.77,33.63,35.2,34.35,35.28,40.21,32.31,35.16,32.6,36.18,39.85,37.84,37.64,44.54,34.75,33.47,44.68,37.85,34.58,37.29,,,
