"LITTLEBOROUGH (BROADHEAD)",,,,,,,,,,,,
Grid ref,SD971168,Long,-2.045345,Lat,53.647696,,,,,,,
Station no,2901,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.73,3.16,1.53,4.24,2.82,4.94,3.86,4.02,3.68,4.67,,
February,2.93,0.97,1.89,2.73,2.47,1.31,2.89,6.15,0.43,2.61,,
March,5.01,2.49,2.00,2.79,2.55,1.75,3.55,2.37,2.10,1.76,,
April,2.37,3.57,3.31,0.79,2.34,3.65,0.66,1.42,3.40,3.99,,
May,3.73,2.02,3.31,3.63,3.78,1.65,1.81,4.65,2.24,2.28,,
June,1.18,3.97,3.63,3.33,4.26,3.85,2.68,6.34,2.89,2.08,,
July,4.29,2.39,5.46,5.08,0.99,7.82,5.39,5.65,3.09,8.60,,
August,6.22,4.94,4.91,7.51,1.59,12.90,6.42,6.13,0.86,5.70,,
September,2.90,4.19,3.44,5.20,3.06,4.72,5.42,5.12,0.52,3.57,,
October,1.46,6.70,2.63,8.28,2.68,2.76,5.95,4.94,3.63,8.45,,
November,9.81,2.79,4.84,7.56,2.76,1.75,2.38,1.61,4.47,9.59,,
December,7.11,3.41,2.18,5.84,6.03,4.41,3.64,4.80,7.78,4.95,,
Total,50.74,40.60,39.13,56.98,35.33,51.51,44.65,53.20,35.09,58.25,,
Calc annual,50.74,40.60,39.13,56.98,35.33,51.51,44.65,53.20,35.09,58.25,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
