"LITTLEBOROUGH (BROADHEAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2901,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.49,4.22,4.62,4.00,10.58,1.99,6.72,
February,,,,,1.73,7.22,4.55,1.86,4.93,0.73,0.82,
March,,,,,2.01,1.63,1.89,4.01,2.67,1.08,2.99,
April,,,,,1.92,2.83,1.63,2.96,1.13,1.20,3.27,
May,,,,,5.38,4.59,4.12,1.73,2.01,3.36,2.19,
June,,,,,3.46,0.19,2.73,4.21,7.39,1.55,2.44,
July,,,,,4.98,2.10,3.30,3.33,1.84,2.47,7.47,
August,,,,,5.78,4.60,4.13,10.17,4.69,5.17,8.41,
September,,,,,5.32,3.94,3.66,5.71,0.69,1.83,4.60,
October,,,,,6.47,5.84,3.34,5.28,5.61,5.87,5.95,
November,,,,,3.17,3.19,5.53,5.13,7.69,7.31,6.47,
December,,,,,5.14,3.66,1.85,1.38,3.09,7.21,3.82,
Total,,,,,47.85,44.01,41.35,49.77,52.32,39.77,55.15,
Calc annual,0.00,0.00,0.00,0.00,47.85,44.01,41.35,49.77,52.32,39.77,55.15,
Difference,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,
