"CANTERBURY, ROUGH COMMON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,299,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.86,2.53,1.66,2.37,1.67,3.01,1.27,2.32,
February,,,,2.58,0.65,3.92,2.94,3.91,0.99,0.51,1.12,
March,,,,1.96,1.18,1.09,0.21,2.35,1.82,0.18,1.72,
April,,,,2.02,3.01,2.52,4.23,1.73,2.67,1.60,1.49,
May,,,,3.34,2.63,2.38,1.25,0.73,2.94,1.25,4.14,
June,,,,0.75,1.22,0.83,2.94,3.53,2.23,1.53,0.91,
July,,,,0.86,2.67,2.93,1.46,5.08,0.91,1.20,3.00,
August,,,,2.25,2.36,1.44,1.90,3.25,1.96,2.93,2.86,
September,,,,1.22,2.36,1.94,0.71,3.65,0.81,0.46,4.71,
October,,,,5.49,3.57,3.27,3.90,1.91,4.78,3.42,2.42,
November,,,,2.09,2.85,3.02,6.10,3.46,4.44,4.99,4.78,
December,,,,2.63,3.88,3.15,0.91,4.54,3.59,6.47,2.14,
Total,,,,27.05,28.91,28.15,28.92,35.81,30.15,25.81,31.61,
Calc annual,0.00,0.00,0.00,27.05,28.91,28.15,28.92,35.81,30.15,25.81,31.61,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,
