KILMARNOCK (TEMPLETONBURN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS458383,Long,-4.44983,Lat,55.613786,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5229/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,4.7,6.85,3.95,5.05,2.44,4.8,4.29,6.32,3.85,2.63,0.93,5.37,4.33,5.44,4.22,4.39,3.11,8.67,5.29,2.69,4.71,4.72,3.07,4.33,2.47,3.03,4.84,4.39,,
February,,,,,,,,,,,,4.12,0.05,3.92,0.65,5.31,1.92,5.14,1.87,5.24,1.65,2.47,1.55,5.27,1.87,6.64,2.7,0.55,3.07,4.59,3.9,3.14,2.13,1.7,3.35,1.8,1.69,2.65,3.61,,
March,,,,,,,,,,,,1.05,2.8,2.7,2.14,2.59,2.48,0.97,3.93,3.63,4.99,3.62,1.96,2.69,0.57,3.26,2.77,3.02,3.99,2.49,4.39,3.1,2.37,0.82,2.81,1.58,2.37,4.92,0.82,,
April,,,,,,,,,,,,2.08,3.28,2.57,3.57,2.93,1.19,1.77,0.74,2.56,2.24,1.85,1.95,3.45,3.64,1.72,2.08,5.14,2.58,4.6,3.87,2.44,1.93,2,1.44,2.72,1.14,3.76,1.9,,
May,,,,,,,,,,,,2.8,2.87,2.05,3.62,0.78,1.59,1.65,4.02,0.87,0.69,3.54,3.08,4.79,3.46,4.52,1.26,3.84,1.53,1.77,1.75,1.99,1.48,1.85,2.77,3.65,2.12,2.5,2.96,,
June,,,,,,,,,,,,5.96,1.51,2.15,2.17,4.79,2.07,3.22,5.04,2.02,0.87,1.27,1.55,3.46,3.78,4.68,2.89,2.98,6.47,1.48,2.75,1.77,2.82,1.28,4.19,2.6,2.5,2.21,2.36,,
July,,,,,,,,,,,,4.37,4.34,4.21,2.98,2.26,6.62,5.22,5.13,4.29,4.53,4.51,3.77,2.67,4.96,4.01,3.65,4.32,3.06,1.52,4.82,3.19,4.18,5.27,5.28,0.93,4.67,4.68,4.41,,
August,,,,,,,,,,,,1.41,2.42,3.99,3.93,2,4.65,3.44,3.14,2.16,3.09,5.76,5.19,5.48,4.2,1.68,2.64,0.15,6.67,5.22,5.31,4.14,4.82,3.7,4.91,1.75,6.75,4.96,4.27,,
September,,,,,,,,,,,,1.33,5,1.18,4.96,6.45,4.19,2.86,4.26,2.38,5.27,1.88,5.16,3.13,5.8,5.4,7.97,5.05,7.34,2.17,11.37,3.33,3.13,3.83,5.46,5.41,3.72,3.74,3.86,,
October,,,,,,,,,,,6.54,3.53,6.26,2.86,7.35,8.56,5.5,2.77,10.57,1.48,4.37,4.18,6.57,7.63,5.41,6.06,0.42,2.02,5.7,7.04,3.09,1.09,3.47,2.62,9.06,2.94,4.01,4.86,3.85,,
November,,,,,,,,,,,4.92,6.64,3.89,1.89,1.14,4.76,3.93,0.75,6.51,8.06,4.95,2.42,0.96,3,6.73,0.49,6.01,7.01,3.85,4.73,4.09,5.81,2.88,7.42,6.2,1.82,1.74,2.26,1.33,,
December,,,,,,,,,,,3.76,4.69,7.51,1.66,5.52,3.07,6.54,2.82,2.56,3.03,6.13,2.43,4.8,2.73,5.19,2.67,3.68,2.83,4.83,9.15,1.84,7.92,4.1,5.27,6.54,6.68,6.23,4.34,5.34,,
Total,,,,,,,,,,,,42.68,46.78,33.13,43.08,45.94,45.48,34.9,54.09,39.57,41.41,34.86,41.91,48.63,51.05,45.35,40.46,40.02,57.76,50.05,49.87,42.63,38.03,38.83,56.34,34.35,39.97,45.72,39.1,,
