"TEMPLETONBURN",,,,,,,,,,,,
Grid ref,NS458383,Long,-4.449830,Lat,55.613786,,,,,,,
Station no,5229/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.71,4.72,3.07,4.33,2.47,3.03,4.84,4.39,,,,
February,3.14,2.13,1.70,3.35,1.80,1.69,2.65,3.61,,,,
March,3.10,2.37,0.82,2.81,1.58,2.37,4.92,0.82,,,,
April,2.44,1.93,2.00,1.44,2.72,1.14,3.76,1.90,,,,
May,1.99,1.48,1.85,2.77,3.65,2.12,2.50,2.96,,,,
June,1.77,2.82,1.28,4.19,2.60,2.50,2.21,2.36,,,,
July,3.19,4.18,5.27,5.28,0.93,4.67,4.68,4.41,,,,
August,4.14,4.82,3.70,4.91,1.75,6.75,4.96,4.27,,,,
September,3.33,3.13,3.83,5.46,5.41,3.72,3.74,3.86,,,,
October,1.09,3.47,2.62,9.06,2.94,4.01,4.86,3.85,,,,
November,5.81,2.88,7.42,6.20,1.82,1.74,2.26,1.33,,,,
December,7.92,4.10,5.27,6.54,6.68,6.23,4.34,5.34,,,,
Total,42.63,38.03,38.83,56.34,34.35,39.97,45.72,39.10,,,,
Calc annual,42.63,38.03,38.83,56.34,34.35,39.97,45.72,39.10,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
