SAXTON VICARAGE,,,,,,,,,,,,
Grid ref,SE473369,Long,-1.282896,Lat,53.826223,,,,,,,
Station no,RR6033,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.88,0.96,1.08,,
February,,,,,,,,1.42,1.22,0.73,,
March,,,,,,,,1.56,3.68,3.63,,
April,,,,,,,,1.33,2.45,2.49,,
May,,,,,,,,3.25,2.43,1.88,,
June,,,,,,,1.69,2.66,1.18,3.67,,
July,,,,,,,1.54,2.01,3.18,3.22,,
August,,,,,,,2.55,1.96,1.86,3.07,,
September,,,,,,,0.63,0.70,1.74,1.41,,
October,,,,,,,4.52,5.41,1.06,2.59,,
November,,,,,,,3.09,3.05,1.24,0.32,,
December,,,,,,,2.29,2.80,1.43,4.83,,
Total,,,,,,,,27.03,22.43,28.92,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,16.31,27.03,22.43,28.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
