SASCTON VICARAGE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6033,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.07,2.37,3.72,1.19,2.42,1.65,2.63,,,,,
February,1.35,0.16,2.88,4.18,0.62,3.84,1.99,,,,,
March,2.08,1.14,1.81,1.61,1.36,0.72,0.75,,,,,
April,3.76,1.24,2.39,1.18,1.95,2.45,1.43,,,,,
May,2.30,1.43,0.81,2.87,4.01,3.55,1.90,,,,,
June,1.77,0.34,1.68,0.93,1.92,0.04,3.00,,,,,
July,6.04,0.75,4.59,2.83,2.35,1.35,3.46,,,,,
August,1.63,3.68,4.65,2.41,2.97,3.08,2.41,,,,,
September,1.32,0.76,2.45,2.40,2.46,2.84,1.46,,,,,
October,2.18,1.55,0.94,1.83,3.03,2.86,2.47,,,,,
November,0.92,2.48,1.26,2.24,1.87,1.91,,,,,,
December,2.75,2.86,3.25,3.14,2.56,2.95,,,,,,
Total,29.17,18.76,30.43,26.81,27.52,27.24,,,,,,
Calc annual,29.17,18.76,30.43,26.81,27.52,27.24,21.50,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
