GLENLEVEN (LOCH EILDE MHOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN217633,Long,-4.915823,Lat,56.727193,Elevation,1130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,8.4,5.3,17.2,25.1,9.16,19.86,8.79,9.88,12.54,16.8,20.18,3.3,15.92,12.61,22.31,10.7,15.74,9.89,4.99,15.05,17.58,5.31,1,0.9,8.2,9.7,16.14,,10.44,7.92,10.14,12.68,6.96,6.12,6.48,7.31,6.16,5.96,4.97,12.77,10.19,4.02,7.73
February,,,,,,,,,12.5,1.2,17.5,8.61,10.57,9.89,7.24,7.41,7.23,5.7,12.2,3.47,1.71,7.95,0.47,8.08,5.57,12.66,3.9,,12.54,14,3.33,6.9,4.16,12.55,6.86,,9.56,0.7,7.48,13.3,7.82,5,4.25,6.23,4.99,4.58,5.32,5.96,5.92,6.25,8.56
March,,,,,,,,,3.33,3.5,8.95,15.48,3.95,3.86,0.83,6.35,13.17,5.81,8.34,2.89,5.15,1.41,4.78,5.53,5.76,7.67,4.58,10.86,18.3,9.06,7.98,3.13,3.6,6.49,5.4,12.82,5.02,3.05,11.64,4.25,7.18,2.37,7.5,3.66,7.65,1.54,3.89,9.41,3.06,5.87,1.98
April,,,,,,,,,1.78,8.2,4.3,3.55,4.11,4.46,5.24,8.7,5.2,11.87,5.01,4.59,3.3,5.71,7.43,9.78,6.43,4.71,3.07,3.36,1.91,5.34,6.37,6.59,3.6,12.73,6.6,4.66,4.96,14.06,6.82,8.7,8.92,6.47,2.44,5.04,4,5.59,4.25,3.59,5.16,8.87,9.46
May,,,,,,,,,3.71,1.4,10.4,8.37,13.46,7.35,4.71,9.64,4.66,4.1,1.62,5.52,6.46,6.65,4.4,3.67,7.82,1.35,2.65,4.41,5.8,2,2.55,2.57,4.2,5.76,9,7.41,0.65,4.21,1.94,3.91,2.68,0.63,3.11,6.65,5.39,5.36,8.01,2.93,8.36,3.21,4.67
June,,,,,,,,,5.52,4.75,2.6,2.37,6.72,6.86,5.59,2.67,5.17,8.41,7.98,4.74,5.87,9.54,2.3,4.57,2.71,6.32,3.01,5.54,12.69,4.68,2.1,1.8,5.1,6.6,9.14,7.08,6.78,5.38,6.31,3.35,5.99,3.38,5.3,2.2,7.87,6.33,4.93,3.89,3.04,6.53,5.94
July,,,,,,,,,5.55,1.9,6.1,7.67,7.25,10.65,10.15,4.93,5.48,4.36,9.46,7.48,3.97,7.96,10.99,6.23,5.21,6.7,10.13,8.02,6.9,11.02,7,6.13,10.9,4.17,3.35,5.15,7.27,6.1,6.46,5.28,7.01,6.52,4.84,12.27,5.47,1.22,8.05,9.56,4.17,9.29,4.86
August,,,,,,,,,8.6,5.9,7.8,7.51,6.7,10.9,6.73,5.06,8.1,7.29,9.96,11.44,11.25,3.82,6.99,8.43,10.61,8.06,7.47,4.4,6.19,3.4,6.95,8.32,12.6,9.06,4.64,3.5,7.54,0.06,10.36,9.83,6.56,7.1,4.37,8.16,8.03,2.72,7.27,9.85,8.52,8.41,8.54
September,,,,,,,,,11.5,10.3,6.5,8.7,6.22,13.24,12.61,7.51,8.57,10.11,8.18,6.71,7.97,3.36,11.06,2.44,12.6,15.2,5.41,7.45,7.46,3.62,7.55,3.33,14.57,9.4,5.31,10.37,11.25,12.81,,2.68,13.37,6.03,3.54,11.71,12.26,10.26,10.37,6.94,6.93,4.1,5.19
October,,,,,,,,,13.2,3.25,3.9,13.16,4.8,18.13,7.53,9.55,8.76,12.16,13.49,15.09,14.8,8.51,12.35,8.4,18.34,21.22,13.75,3.41,17.55,3.9,9.3,8.95,14.51,15.5,9.36,6.77,1.09,10.76,,9.74,10.53,3.27,9.03,8.15,13.35,10.93,9.78,14.32,11.23,14.67,3.57
