"SALISBURY BROWN STREET",,,,,,,,,,,,
Grid ref,SU146296,Long,-1.793021,Lat,51.065551,,,,,,,
Station no,RR2777,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.90,1.92,0.80,3.05,5.10,0.86,6.21,0.80,1.49,1.12,,
February,5.35,1.84,1.79,1.55,3.92,0.81,2.99,1.51,1.34,0.46,,
March,1.34,2.11,2.15,4.20,1.47,5.37,1.17,0.66,4.05,4.25,,
April,1.91,2.93,2.07,2.65,1.19,2.08,0.98,3.57,2.48,1.59,,
May,2.09,1.28,2.26,3.66,2.89,0.77,2.67,2.94,2.10,1.61,,
June,2.72,0.86,3.60,4.17,0.90,5.55,2.15,1.63,0.41,3.33,,
July,1.31,3.26,1.35,3.04,2.12,0.43,0.72,1.70,1.16,3.22,,
August,3.14,2.37,3.23,3.82,3.47,3.52,0.80,1.70,2.35,3.07,,
September,0.79,2.69,1.54,1.82,1.91,1.36,0.84,0.52,1.76,3.69,,
October,2.67,2.16,2.08,8.57,1.85,1.63,6.09,8.13,1.33,5.75,,
November,3.43,0.86,4.87,1.38,1.10,4.08,4.22,2.89,1.08,0.66,,
December,5.08,5.70,1.80,3.60,3.41,0.93,1.85,4.02,3.23,4.07,,
Total,33.73,27.98,27.54,41.51,29.33,27.39,30.69,30.07,22.78,32.82,,
Calc annual,33.73,27.98,27.54,41.51,29.33,27.39,30.69,30.07,22.78,32.82,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
