"FAIRFORD (DRAYCOTT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2202/7,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.03,2.76,2.80,1.89,3.75,1.86,,,,,,
February,0.92,0.44,3.75,4.92,0.43,3.15,,,,,,
March,2.39,1.35,2.63,3.17,1.20,0.20,,,,,,
April,4.72,1.02,3.16,2.30,2.54,1.16,,,,,,
May,2.05,2.31,1.04,1.14,5.91,3.97,,,,,,
June,2.24,0.10,1.32,0.41,3.20,0.09,,,,,,
July,4.25,0.28,4.73,1.78,3.56,2.88,,,,,,
August,1.03,1.71,4.62,2.00,2.79,3.26,,,,,,
September,1.72,1.71,1.85,2.13,4.56,3.07,,,,,,
October,2.70,1.30,1.04,4.47,4.43,2.95,,,,,,
November,0.92,2.84,1.69,1.80,2.21,1.70,,,,,,
December,2.81,1.64,3.78,3.39,4.40,3.06,,,,,,
Total,28.78,17.46,32.41,29.40,38.98,27.35,,,,,,
Calc annual,28.78,17.46,32.41,29.40,38.98,27.35,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
