"?MONIAIVE, MAXWELTON HOUSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX822897,Long,-3.851767,Lat,55.187498,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5035/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,5.09,2.99,6.89,3.62,2.55,1.92,6.43,2.34,2.91,2.28,3.25,7.09,4.78,3.71,3.2,8.49,4.66,2.73,5.73,2.27,5.76,6.56,4.48,2.54,7.13,6.53,4.09,4.21,7.31,2.43,6.7,4.06,6.22,6.74,6.55,3.52,6.63,5.54,7.68,4.98,10.45,2.43,8.27,7.33,9.13,7.25,7.09,2.15,6.36,8.07,7.13,5.89,2.85,,,,,,4.71,4.7,6.55,2.55,2.6,4.54,4.81,1.1,4.46,3.93,3.97,5.2,6.05,2.63,4.36
February,,,,,,,,,1.01,2.23,1.33,0.23,2.57,5.86,8.74,1.3,3.06,2.88,4.45,3.65,4.82,1.36,2.93,6.41,4.2,3.41,3.47,3.21,3.35,2.03,7.71,5.74,4.28,3.95,8.48,11.12,5.45,1.55,5.31,0.89,3.67,1.12,4.59,6.83,0.64,5.54,4.88,3.34,4.2,1.61,0.27,5.11,0.01,4.22,0.37,6.04,2.76,6.34,3.06,6.24,1.75,,,,,,2.6,0.56,3.46,2.44,3.82,2.87,0.97,1.07,3.68,1.13,0.56,3.93,3.87,1.23,6.93
March,,,,,,,,,2.45,2.7,2.59,4.55,1.37,2.26,2.84,4.21,5.28,7.25,1.18,5.47,0.32,2.49,3.14,11.66,3.46,5.76,3.39,4.48,7.08,5.03,4.19,1.2,5.9,5.26,7.41,1.63,1.66,3.95,1.8,4.12,4.77,6.06,2.16,2.61,1.38,1.2,1.96,4.38,6.71,0.74,3.13,1.04,2.83,3.25,3.04,1.63,4.17,2.15,2.62,3.83,4.71,,,,,,3.1,7.06,2.95,1.13,3.58,3,2.47,0.4,3.39,1.85,1.82,2.92,1.3,3.21,1.85
April,,,,,,,,,1.53,2.83,1.32,3.23,1.25,1.42,3.42,3.3,2.29,3.13,4.1,3.87,2.52,4.54,2.91,1.33,4.81,3.5,1.51,2.67,2.05,3.95,3.68,4.53,0.82,5.27,2.5,3.05,3.17,2.56,0.61,1.89,3.06,1.53,2.94,4.56,2.71,4.06,2.28,2.64,1.06,1.33,1.93,2.13,4.25,2.45,3.61,3.92,1.23,3.52,0.54,1.96,2.34,,,,,,1.31,4.85,2.76,2.34,3.48,2.59,2.25,2.38,1.22,1.46,1.3,1.87,1.04,3.87,4.72
May,,,,,,,,,3.78,3.44,3.82,2.54,4.61,3.93,2.98,0.3,0.52,2.72,2.93,4.8,4.7,2.77,2.55,2.63,2.85,2.23,6.8,5.37,3.19,2.54,2.26,3.32,1.75,5.44,2.56,1.67,4.87,3.49,2.41,0.97,4.96,2.75,2.51,2.25,3.79,6.14,3.64,2.84,1.36,3.01,1.21,3.9,3.42,3.61,3.75,0.85,1.79,2.42,4.77,0.86,1.6,,,,,,1.7,5.54,1.89,2.08,2.09,2.33,3.42,2.89,4.69,2.85,1.98,3.32,3.7,1.1,1.79
June,,,,,,,,,2.64,1.27,4.85,1.37,3.66,1.58,3.64,1.22,3.02,4.48,2.23,2.76,3.98,3.78,2.16,2.44,2.39,3.1,1.8,5.01,4.06,3.65,2.1,3.65,5.1,2.78,0.42,1.48,1.7,2.5,1.53,1.9,1.78,0.33,1.64,1.33,1.58,0.28,3.68,3.99,5.46,2.4,3.1,6.52,2.12,2.28,1.86,5.27,2.05,2.97,5.44,2.6,0.94,,,,,,3.37,4.27,4.38,0.79,2.97,1.6,2.76,1.49,3.29,2.6,2.64,1.25,4,3.21,2.44
July,,,,,,,,3.64,6.29,6.27,4.1,1.24,2.31,3.84,2.51,5.81,5.53,2.15,0.49,2.97,2.47,1.6,2.4,4.19,3.77,1.45,2.93,1.85,3.89,4.79,6.02,2.06,3.22,0.83,3.6,4.69,4.49,1.53,3.12,0.91,4.87,5.52,4.15,4.38,4.53,2.22,3,5.72,1.68,4.93,4.74,4.6,4.41,5.97,2.39,1.64,4.97,4.92,6.5,5.43,5.4,,,,,,3.21,4.92,1.77,2.49,4.72,1.68,3.68,5.29,3.17,2.56,5.46,3.13,4.79,3.96,4.29
August,,,,,,,,3.95,4.12,5.09,3.03,6.46,7.88,5.31,3.81,4.95,2.02,7.22,5.49,3.14,6.42,5.22,2.88,7.66,5.74,4.53,6.33,5.1,3.84,1.93,9.28,3.69,4.31,1.93,4.52,2.26,4.74,6.12,3.35,3.2,3.95,6.99,2.73,8.11,4.53,4.12,4.8,6.9,5.74,5.79,6.43,2.44,2.33,1.99,6,2.17,2.52,2.81,1.99,1.54,1.26,,,,,,4.61,0.18,6.2,3.04,7.05,7.48,3.34,3.25,3.75,1.62,7.5,3.5,3.92,0.67,5.38
September,,,,,,,,5.24,1.07,1.86,4.1,5.41,4.45,1.96,0.25,0.72,5.65,3.91,3.46,3.16,3.38,4.77,3.35,5.01,3.68,2.1,0.88,1.05,6.3,2.68,1.45,2.12,2.14,3.2,1.58,1.51,2.02,3.63,5.75,2.93,3.53,1.85,2.57,5.74,6.11,2.35,3.48,6.16,1.89,0.58,4.38,1.1,5.36,1.53,6.33,5.86,5.59,2.92,4.25,1.98,3.61,,,,,,8.39,2.92,4.83,2.41,9.24,4.49,1.67,5.59,5.7,3.67,4.66,2.97,5.65,1.61,4.02
October,,,,,,,,1.19,3.04,5.54,1.94,9.96,4.28,5.34,5.05,4.59,4.14,3.12,3.75,4.05,5.59,6.11,2.96,11.59,2.24,3.59,8.22,8.32,2.22,10.15,2.9,4.69,3.97,3.59,2.21,4.68,8.6,7.69,5.96,1.74,3.85,3.72,2.38,7.11,4.36,5.52,4.4,5.31,8.43,5.53,7.99,2.95,7.68,2.63,6.01,8.1,4.86,4.75,8.41,3.43,4.99,,,,,,0.68,1.29,3.25,5.65,2.84,0.57,4.59,3.89,10.63,3.79,2.8,4.04,4.27,6.15,4.82
