LONGRIDGE (SPADE MILL) (PRESTON W.W.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD618373,Long,-2.581879,Lat,53.830548,Elevation,375,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.2,4.18,3.82,4.1,3.6,1.44,4.8,4.91,4,4.96,2.54,7.02,4.3,1.05,0.63,0.6,3.63,4.78,5.58,2.83,5.1,3.45,1.89,2.4,4.95,2,3.3,1.9,3.43,3.1,2.9,1.29,5.4,4.54,4.8,2.6,3.76,4.56,3.74,2.98,5.25,2.5,4.33,2.47,5.4,1.3,3.3,4.45,3.65,5,3.3,2.05,2.7,4.9,4.35,7.3,3.08,4.12,3.55,3.12,5.05,4.3,9.48,2,5.82,4.97,4.81,3.28,3.68,2.25,2.97,2.85,5.21,5.28,3.01,1.37,4.2,5.85,5.8,3.62,4.46,3.09,7.55,2.73,3.85,4.65,4.74,2.36,5.58,3.15,4.2,4.04,3.98,3.1,6.03
February,,,,,,,4.3,3.02,2.93,5.87,1.19,3.47,3.9,0.7,1.51,1.3,5,3.6,1.97,2.3,2.78,6.07,3.22,3.43,3.6,3.96,1.2,2.1,0.93,3.3,0.95,0.5,3.1,3.3,5.1,0.45,2.63,4.28,3.41,1.94,3.57,2.2,1.5,4.32,4.55,2.4,3.7,2.98,3.62,4.45,4.25,5.04,1.85,1.5,3.48,4.25,4,1.15,4.8,1.36,2.75,0.27,4.93,4.35,0.9,4.15,6.08,2.3,4.78,1.22,0.35,4.52,0.1,3.1,0.28,5.41,1.8,5.55,2.04,3.84,1.92,4.6,1.87,2.7,2.14,5.06,5.69,0.24,3.17,2.4,4.7,3.21,1.57,1.59,2.88,1.64,0.76,2.84,7.77,0.81,2.88
March,,,,,,,2.08,1.04,5.35,2.58,2.49,1.16,3.76,3.22,4.62,1.2,3.4,3.95,1.61,2,2.25,4.17,4.6,2.37,5.58,3.4,2.92,2.9,4.18,3.9,3.9,1.2,1.15,3.9,3.85,1.2,6.18,4.33,2.14,3.1,0.76,3.72,2.65,4.46,2.66,3.5,3.86,4.5,3.14,3.18,1,1.6,6.7,5,3.96,2.38,2.1,1.84,1.6,5.28,4.45,3.8,2.15,3.15,1.76,2.08,1.11,3.21,2.04,1.5,2.68,0.41,2.79,2.36,1.96,1.27,2.27,1.54,1.43,2.17,3.48,3.39,2.72,1.21,0.75,2.18,0.88,4.99,2.48,2.27,2.07,4.95,2.26,1.27,2.42,1.31,1.35,3.84,1.73,1.95,1.19
April,,,,,,,0.75,5.4,2.16,2.68,1.8,2.83,2.76,0.94,1.26,1.13,2.48,2.7,1.3,1.14,1.15,2.03,5.04,2.15,0.9,1.85,3.1,1.95,2.1,2.67,1.2,1.75,2.15,0.85,2.3,2.15,3,2.75,2.27,3.73,3.3,2.27,1.95,2.74,2.58,3.35,1.96,1.88,2.69,3.82,3.3,3.85,0.64,4.35,0.96,3.35,3.6,1.85,1.45,2.2,4.78,2.05,2.02,3.32,1.59,2.43,2,2.45,1.35,1.41,1.76,3.08,3.09,1.63,2.13,3.26,1.16,2.67,0.87,2.41,3.47,1.46,1.86,3.39,2.76,2.97,1.21,3.88,2.18,4.54,3.6,2.89,3.4,3.41,1.59,2.97,2.09,0.66,1.9,3.18,2.71
May,,,,,,,1.48,1.89,1.4,3.5,1.74,1.74,2.1,2.34,1.7,2.23,0.6,2.4,5,2.48,2.09,4.78,2.87,0.63,1.97,1.85,4.92,2.32,0.75,2.5,2.1,2.1,3.75,1.7,2.7,0.65,0.7,2.97,3.87,3.22,1.65,0.92,3.1,3.16,2.94,0.73,5,3.74,2.79,2.3,2.42,1.5,2.64,3.11,2.43,1.9,2.7,1.65,1.85,1.65,6.25,2.28,1.38,4.13,5.12,4.15,3.1,1.36,0.71,2.66,2.09,2.42,4.07,1.48,3.82,1.2,1.48,2.18,3.87,1.06,1.69,3.23,3.31,2.93,2.95,3.58,1.34,2.45,1.66,2.56,1.45,1.85,2.21,2.8,2.52,3.48,2.15,2.01,5.86,1.79,2.4
June,,,,,,,4.35,0.9,1.15,2.19,2.3,2.6,5.36,3.24,1.34,4.12,4.15,1.68,3.02,4.4,5.35,2.54,5.14,4.02,0.92,3.46,2.3,0.7,2.36,0.65,3.8,0.75,3.6,1.95,4.2,2,2.94,4.35,2.88,2.36,3.15,2.15,1.3,2.6,1.45,2.7,1.97,7.38,2.83,2.84,2.2,2.8,5.18,3.6,2.17,1.73,2.45,1.9,1.85,1.95,2.6,0.48,3.58,1.56,2.83,0.3,1.55,3.68,6.82,1.68,2.02,6.57,1.4,1.93,2.42,3.3,4.3,3.02,4.64,3.61,1.02,0.52,0.99,4.33,4.57,4.71,3.31,3.04,6.04,1.46,3.47,1.77,4.37,2.01,4.49,3.53,3.34,1.95,4.58,3.54,1.5
July,,,,,,,4.77,3.88,0.65,0.99,2.28,6,5.44,3.7,2.32,4.1,4.3,4.61,1.05,5.31,5.4,7.16,7.07,2.74,6.05,2.15,4.3,1.85,7.1,3.7,2.25,3.1,1.75,3.95,3.4,5.15,2.67,2,1.22,2.18,2.74,1.5,4,4.62,1.85,2.91,2.36,2.66,5.08,6.35,5.02,0.87,5.09,1.75,4,2.9,3,1.65,4.8,1.34,6.18,2.6,5.15,5,4.98,3.5,3.39,3.85,3.92,4.46,6.08,4.52,5.43,3.57,1.93,2.15,5.01,2.58,4.93,7.84,5.07,2.23,5.27,4.37,4.24,2.68,5.5,3.98,2.64,3.52,4.67,3.13,2.51,6.66,7.6,1.09,4.76,5.61,4.02,4.37,8.03
August,,,,,,,5.25,2.92,3.9,3.76,3.5,1.92,4.97,4.56,5.75,2.96,4.06,5.57,5.1,7.32,1.86,6.63,5.25,3.34,2.23,1.34,1.4,2,5.2,4.6,5.95,8.8,5.15,5.52,5.64,5.3,3.58,5.13,6.84,1.77,5.87,2.8,3.45,6.06,5.2,3.9,5.06,6.1,4.24,3.6,5.9,3.58,7.58,2.4,4,5.7,5.15,5.25,5.85,4.55,1.52,6.45,5.5,5.1,6.3,2.85,4.16,7.6,8.05,6.76,6.62,4.6,1.59,3.09,5.15,1.9,3.24,2.45,4.58,2.4,2.57,6.24,5.04,7.17,2.8,2,7.43,0.14,4.2,3.94,8.48,4.66,6.15,5.21,7.55,1.03,13.86,5.76,4.38,0.87,5.41
September,,,,,,,8,3.56,2.28,7.92,3.81,3.83,6.7,2.5,4.28,4.2,5.1,6.34,6.09,3.3,2.17,2.57,2.26,5.61,3.45,4.37,4.92,3.7,1.2,3.94,4.35,3.15,3.95,6.35,0.8,3.95,6.45,4.3,1.38,7.94,2.67,1.28,1.55,5.56,1.55,4.32,1.3,1.52,4.73,3.25,5.2,4.41,1.97,1.9,4.34,0.95,3.3,3.7,11,2.3,3,3.02,4.18,5.1,5,4.22,4.65,8.23,1.81,1.93,3.06,2.95,7.87,1.07,4.61,7.37,4.99,2.91,2.17,1.94,5.53,1.21,4.28,5.48,7.01,3.21,7.81,4.98,4.33,2.81,7.81,3.11,4.07,5.19,6.29,4.07,4.94,8.34,5.25,0.59,3.64
October,,,,,,,2.6,5.58,6.18,3.75,11,3.76,5.43,6.97,5.48,4.38,3.1,5.95,5,3.5,2.85,2.95,4.22,6.25,4.36,5.4,4.8,2.62,3,2.7,3.05,3.15,5,6.25,3.8,5.32,4,2.85,3.96,2.95,5.2,3.96,4.96,9.37,3.56,4.44,7,3.65,2.94,5.55,4.45,3.7,4.5,2.13,2.25,1.3,8.6,7.85,4.3,2.8,3,4.2,0.8,5.13,4.55,6.25,4.35,4.07,5.52,6.43,7.25,3.26,6.72,4.77,6.31,8.24,4.55,2.13,9.61,2.11,4.21,5.59,7.19,5.38,5.21,5.98,0.8,0.96,3.9,5.25,3.58,1.53,3.21,1.75,9.07,3.13,3.4,7.34,4.3,5.12,2.73
November,,,,,,,7.6,2.35,3.95,5.1,3.07,1.65,3.44,2.34,5,5.02,3.05,5.3,3.18,0.95,6.2,5.8,7,4.7,1.47,3.6,3.85,2.45,3.5,2.1,6.15,6.1,5.1,3.25,3.8,4.3,1.67,5.25,4.53,3,3.7,5.2,1.75,4.32,4.84,4.44,4.3,3.9,4.4,2.38,5.62,3.6,5.06,4.6,5.15,2,2.9,5.15,2.84,2.55,2.08,2.4,3.25,5.65,2.1,2.43,5.66,4.28,5.94,7.15,5.45,7.1,2.93,1.76,2.37,4.22,4.88,1.67,5.51,6.32,6.22,2.46,1.43,4.05,7.09,0.34,6.15,5.83,3.08,5.03,6.5,8.96,2.55,5.58,6.43,1.93,1.95,1.5,2.31,5.68,8.67
December,,,,,,,5.78,4.37,7.82,4.84,3.06,3.33,3.04,1.55,3.3,2.4,4.15,5.7,1.96,2.83,7.3,4.8,4,3.6,6.15,2.45,5.26,3.41,2.8,4.18,0.8,6.2,1.05,4.65,3.95,4.65,4.91,4.4,5.72,3.95,4.85,4.42,3.93,2.93,2.95,0.9,5.37,5.7,3.81,6.58,3.4,5.2,3.95,3.09,5.1,7.16,3.32,2.43,9.95,5.5,2.62,6.15,5.28,5,4.96,3.1,1.9,0.78,3.11,7.25,3.52,3.24,2.22,0.82,5.57,3.45,6.07,1.84,5.36,3.35,5.03,2.69,3.97,2.38,3.84,1.87,4.75,3.78,3.19,7.29,2.74,10.82,4.55,2.6,5.36,5.33,4.44,5.61,3.61,7.36,5.32
Total,,,,,,,52.16,39.09,41.59,47.28,39.84,33.73,51.7,36.97,40.56,38,41.93,54.82,39.58,36.58,40.03,50.1,54.3,43.62,42.26,36.66,44.07,29.45,35.01,36.64,39.45,38.8,39.05,43.57,42.97,38.22,41.63,43.9,43.62,40.68,42.26,33.02,33.9,54.7,37.87,36.57,47.13,46.51,44.6,46.77,48.16,37.45,48.46,37.88,41.49,38.62,44.42,36.47,52.99,36.38,43.58,41,41.3,51.61,43.64,38.58,43,46.11,53.53,44.45,46.7,47.64,43.02,28.86,40.23,44.02,42.72,31.39,50.22,42.33,43.22,34.99,42.13,49.24,49.16,38.2,49.33,37.36,44.42,43.8,52.92,51.53,41.59,40.43,61.78,32.66,47.24,49.5,49.69,38.36,50.51
