"CRAVEN ARMS (WESTHOPE COTTAGE)",,,,,,,,,,,,
Grid ref,SO475863,Long,-2.774311,Lat,52.472096,,,,,,,
Station no,RR2019,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.49,2.58,0.52,2.13,2.76,3.80,1.94,2.56,3.33,5.60,,
February,3.02,0.58,1.93,2.32,1.83,0.52,2.54,4.60,0.30,3.57,,
March,4.07,1.92,1.22,2.12,3.29,1.18,2.01,1.35,2.33,2.04,,
April,1.57,1.94,3.06,0.44,1.38,1.16,0.06,0.35,2.99,1.60,,
May,2.92,2.45,2.53,2.82,4.75,0.58,1.95,2.55,1.05,1.29,,
June,0.59,1.73,2.05,3.44,3.56,2.09,1.63,4.05,1.95,2.22,,
July,1.73,0.91,2.92,2.39,0.40,3.78,3.22,3.50,1.66,3.50,,
August,3.52,3.46,2.62,4.35,0.72,3.85,7.99,3.43,0.87,4.54,,
September,2.54,1.99,2.77,1.99,1.43,3.63,5.44,5.56,0.03,4.07,,
October,0.97,4.35,1.97,3.98,2.13,1.73,1.59,3.69,3.10,6.24,,
November,7.33,2.57,2.08,6.61,2.52,1.08,2.11,1.93,3.40,5.72,,
December,2.43,2.80,1.23,2.47,2.84,2.96,2.10,2.45,5.85,3.66,,
Total,33.18,27.28,24.90,35.06,27.61,26.36,32.58,36.02,26.86,44.05,,
Calc annual,33.18,27.28,24.90,35.06,27.61,26.36,32.58,36.02,26.86,44.05,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
