"BRADFORD PEVERELL HOUSE",,,,,,,,,,,,
Grid ref,SY649921,Long,-2.498660,Lat,50.727452,,,,,,,
Station no,1579/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.89,2.98,,,,,,,,,,
February,6.30,0.77,,,,,,,,,,
March,5.58,3.89,,,,,,,,,,
April,2.58,2.61,,,,,,,,,,
May,2.87,,,,,,,,,,,
June,0.47,,,,,,,,,,,
July,1.83,,,,,,,,,,,
August,6.79,,,,,,,,,,,
September,5.34,,,,,,,,,,,
October,1.12,,,,,,,,,,,
November,11.57,,,,,,,,,,,
December,3.96,,,,,,,,,,,
Total,53.30,,,,,,,,,,,
Calc annual,53.30,10.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
