"CORNAIGMORE, TIREE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NL 976476,Long,-6.918292,Lat,56.523329,Elevation,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,,8.16,4.26,4.57,7.01,3.25,5.43,4.86,2.64,2.53,,,6.09,,5,4.29,,7,6.7,8.01,1.98,6.37,5.53,5.65,4.24,4.63,2.88,3.08,4.82,6.51,2.76,2.06,0.59,5.39,,,,,,,,
February,,,,,,,,,,,6.03,5.26,3.79,2.95,6.01,4.69,4.79,0.99,,,,3.1,,4.69,2.6,,3.98,3.22,3.61,3.16,0.46,4.62,0.26,3.56,0.69,4.07,2.45,2.94,3.26,4.45,2.98,3.24,2.48,,,,,,,,
March,,,,,,,,,,,2.51,2.31,4.59,5.72,3.88,3.39,1.07,1.85,,,,5.56,,2.59,0.43,,2.23,3.49,5.07,0.69,2.95,1.45,2.65,2.62,2.56,2.22,2.54,1.18,4.3,2.74,3.89,1.93,2.32,,,,,,,,
April,,,,,,,,,,,3.98,3.28,2.87,4.76,3,3.54,2.96,1.56,,,,1.88,,2.67,3.87,,1.61,3.35,2.15,1.96,2.48,2.28,3.41,3.18,3.35,3.14,1.46,2.46,0.35,1.58,1.94,0.68,2.19,,,,,,,,
May,,,,,,,,,,,2.34,2.71,2.31,3.71,1.35,0.67,4,3.9,,,,2.57,,1.65,3.31,,2.86,2.11,0.96,4.17,1.41,3.44,1.2,2.39,2.85,0.98,2.3,2.53,2.65,1.19,1.63,0.85,2.43,,,,,,,,
June,,,,,,,,,,,1.2,2.81,5.11,2.55,1.57,1.32,1.02,2.07,,,,0.96,,1.92,2.26,,1.83,3.33,2.58,3.09,4.08,3.9,1.9,2.11,3.49,2.12,2.19,2.49,3.52,2.01,1.85,0.82,2.41,,,,,,,,
July,,,,,,,,,,,3.33,3.55,3.22,1.37,2.81,2.75,2.24,0.97,,,,2.95,,2.55,3.34,,2.69,3.28,2.41,3.72,2.33,3.59,4.35,4.46,3.32,2.17,2.24,3.38,3.81,5.46,4.39,3.34,3.68,,,,,,,,
August,,,,,,,,,,,6.69,2.62,3.66,1.96,4.3,1.18,3.72,3.5,,,,3.44,,5.42,3.88,,2.8,2.35,3.35,5.57,5.59,1.04,3.48,6.07,4.43,5.04,2.74,3.54,4.25,1.8,2.24,3.45,4.94,,,,,,,,
September,,,,,,,,,,,1.6,3.23,2.82,2.66,3.55,1.63,4,3.69,,,,1.94,,6.13,4.32,,3.3,3.96,3.52,3.56,2.72,2.3,3.64,1.37,8,5.09,4.08,4.53,4.86,3.52,3.31,1.65,6.22,,,,,,,,
October,,,,,,,,,,4.56,2.67,2.57,7.19,4.61,3.01,2.97,6.76,10.11,,,,4.43,,6,4.54,,6.42,6.28,6.56,7.06,6.8,3.93,5.13,5.93,5.62,7.25,3.78,2.23,6.64,1.96,7.36,4.01,5.29,,,,,,,,
November,,,,,,,,,,3.01,4.67,6.14,4.03,6.37,5.71,3.8,5,5.24,,,,3.85,,4.08,4.27,,5.09,4.25,6.28,5.42,5.65,6.58,5.01,3.61,1.67,7.07,4.39,1.81,7.46,7.04,5.41,4.54,,,,,,,,,
December,,,,,,,,,,5.75,4.36,10.57,8.91,4.05,7.35,6.55,5.28,2.45,,,,5.66,,5.72,9.42,,2.51,1.38,6.08,6.88,6.34,3.46,4.39,2.54,5.11,3.74,4.59,2.61,3.81,3.93,5.98,2.68,,,,,,,,,
Total,,,,,,,,,,,47.54,49.31,53.07,47.72,45.79,37.92,45.7,38.97,,,,42.43,,48.42,46.53,,42.32,43.7,50.58,47.26,47.18,42.12,41.07,42.08,45.72,45.77,35.84,34.52,51.42,38.44,43.04,27.78,,,,,,,,,
