"PENISTONE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR49,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,2.02,1.33,3.61,4.24,,1.30,,,,1.62,,
February,1.72,1.59,1.99,1.26,0.46,0.50,,,,1.90,,
March,0.13,1.00,,,0.89,1.17,,,,3.03,,
April,2.69,1.97,0.73,,0.02,0.34,,,,5.27,,
May,0.80,0.65,0.53,,2.70,1.27,,,,1.08,,
June,2.56,3.20,2.49,,1.74,1.18,,,,3.36,,
July,2.90,2.65,,3.17,2.00,1.72,,,,0.86,,
August,1.08,2.18,,0.35,3.30,1.62,,,,6.18,,
September,0.97,0.78,,3.09,1.50,0.87,,,,3.15,,
October,2.24,1.47,,4.66,2.10,2.87,,,,4.82,,
November,2.18,0.31,,,3.10,0.70,,,,3.58,,
December,1.61,0.42,6.07,0.65,4.40,0.67,,,,4.81,,
Total,20.90,17.55,,,,14.21,,,,39.66,,
Calc annual,20.90,17.55,15.42,17.42,22.21,14.21,0.00,0.00,0.00,39.66,,
Difference,0.00,0.00,NaN,NaN,NaN,0.00,NaN,NaN,NaN,-0.00,,
