"WHITE HOLME, BLACKSTONE EDGE RESERVOIR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD972164,Long,-2.0438289,Lat,53.644102,Elevation,1500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849
January,,,,,,,,,,2.9,1.5,2.05,1.12,,1.47,1.4,0.65,1.92,2.7,0,0.33,0.72,0.77,0.53,8.25,2.76,3.25,4.05,0.4,2.07,6.4,,,,1,3.8,5.7,3.2,,
February,,,,,,,,,,3.5,0.75,0.3,4,,0.82,1.2,2.93,1.62,1.33,1.39,2.15,1.46,0.56,4.07,6.05,4.5,2.06,4.5,0.2,3,2.6,,,,2.1,1.2,2,3.8,,
March,,,,,,,,,,3.2,2.5,2.48,2.8,,2.25,0.55,0.4,3.4,1.42,0.13,0.77,3.98,2.5,1.38,4.2,3.72,4.5,0.44,2.25,4.5,0.2,,,,8.2,5,4,2.3,,
April,,,,,,,,,,3.2,1,2.26,4.45,,2.75,1.69,0.85,0.67,3.93,2.86,2.99,2.33,2.7,3.59,0.97,1.54,2.15,0.43,1.9,1.25,0.15,,,,0.7,3,5.4,3.8,,
May,,,,,,,,,,3.5,2.9,1.56,1.4,,1.25,4.45,0.7,1.5,0.6,0.55,3.3,0.52,1.82,1.12,0.8,2.8,0.25,1.05,2.8,,3.4,,,,0,3.8,0.9,3.4,,
June,,,,,,,,,,0.25,2,0.7,1.03,,3.09,2.77,0.4,1.93,2.18,2.41,4.89,1.9,4.4,4.21,3.3,1.65,4.4,2.83,3.8,2.72,2.4,,,,2.2,5,3.1,2.5,,
July,,,,,,,,,,2.22,1.2,0.9,7.94,,0.95,0.61,2.25,1.8,8.01,2.75,2.85,3.72,1.57,2.6,6.05,1.4,6.75,2.75,3.8,4,4.7,,,,4.2,4.3,4.1,1.1,,
August,,,,,,,,,,1.5,5.62,3,2.7,,2.48,4.69,2.15,2.59,4.69,8.1,2.39,2.95,4.6,3.94,2.7,1.6,2.25,1.52,6.4,3.28,4.6,,,,5.2,8.3,3.4,2.3,,
September,,,,,,,,,,2,1.5,4.5,2,,4.5,2.6,3.04,2.28,2.35,3.91,6.56,4.65,0.53,2.64,2.39,5.9,2.9,4.03,1.3,5.02,5,,,,5,4.7,2.6,4.4,,
October,,,,,,,,,,1.25,2.95,5,2.2,,6.27,3.05,3.12,4.94,2.25,2.39,1.31,4.36,3.63,3.9,1.5,5.45,3.7,6.07,4.65,2.4,2.08,,,,3,8.9,5.7,5.5,,
November,,,,,,,,,,3,1.39,4.1,2.1,,5.53,5.48,1.2,2.8,4.84,2.4,4.34,5.96,4.03,6.72,2.58,4.08,6.14,4.9,3,4.6,5.02,,,,,4.3,4.3,4.5,,
December,,,,,,,,,,2.1,4.6,6,2,,6.83,2.43,2,5.48,4.97,0.53,1.7,4.6,4.52,12.67,1.15,1.08,2.9,5.6,2.05,2.95,0.35,,,,,,2,11,,
Total,,,,,,,,,,28.62,27.91,32.85,33.74,35.68,38.19,30.92,19.69,30.93,39.27,27.42,33.58,37.15,31.63,47.37,39.94,36.48,41.25,38.17,32.55,,36.9,,,,,,43.2,47.8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839 incomplete year - no data for May therefore remove total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840s 2 TYRs - 1840 TYRain_1677-1886_A_pt1-page-196.csv and 1844-1847 TYRain_1840-1849_E_pt1-page-080.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation fits with top of the old packhorse road across the Edge but no buildings for the roof gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maybe location at SD968178 - The Coach and Horses but elevation there only 1245',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
