"FROCESTER MANOR",,,,,,,,,,,,
Grid ref,SO786032,Long,-2.311235,Lat,51.727105,,,,,,,
Station no,2155,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.20,2.06,0.83,1.91,2.80,,,,,,,
February,4.14,0.53,1.31,2.85,1.58,,,,,,,
March,3.28,1.91,0.93,3.12,1.50,,,,,,,
April,2.91,1.91,2.06,0.18,0.78,,,,,,,
May,2.77,3.37,2.03,2.51,4.74,,,,,,,
June,1.22,2.33,2.01,5.93,2.99,,,,,,,
July,1.26,1.17,2.72,2.46,0.20,,,,,,,
August,6.39,4.23,3.88,3.69,0.32,,,,,,,
September,3.62,1.72,2.45,3.67,0.85,,,,,,,
October,0.54,2.81,1.72,2.65,1.28,,,,,,,
November,6.13,3.41,1.43,4.85,3.10,,,,,,,
December,2.54,1.41,0.75,2.46,3.49,,,,,,,
Total,39.00,26.86,22.12,36.28,23.63,,,,,,,
Calc annual,39.00,26.86,22.12,36.28,23.63,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
