ST-DAVIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SM751254,Long,-5.269136,Lat,51.881685,Elevation,216,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,3.59,0.83,2.72,4.49,4.1,4.16,3.27,4.82,3.78,1.51,1.69,5.35,2.59,2.25,2.6,4.6,5.23,1.5,2.63,3.44,7.36,4.51,3.18,1.8,4.12,4.98,3.43,5.97,1.24,2,1.64,3.08,2.34,3.62,7.12,1.78,3.48,2.1,1.33,2.61,5.13,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,4.97,3.44,3.03,2.85,4.98,4.71,5.24,2.25,1.09,0.71,2.39,0.82,0.14,2.06,3.95,2.11,0.12,0.87,2.63,1.29,2.81,4.99,1.71,1.55,2.03,6.08,4.65,2.98,2.26,1.69,0.49,3.98,2.04,3.27,2.16,4.7,7.1,5.01,2.27,3.1,4.07,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.01,2.02,2.49,1.41,1.46,4.25,2.88,4.11,1.67,4.02,1.32,2.21,1.06,1.16,0.66,1.66,3.29,2.02,4.3,1.01,1.55,1.34,2.46,2.98,4.4,2.19,9.01,2.25,1.1,4.54,5.06,1.46,2.08,5.37,4.3,3.83,0.67,2.73,3.33,2.51,4.62,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.85,2.1,2.94,1.54,3.83,1.47,1.67,3.38,2.19,0.62,1.61,1.98,1.43,2.41,2.04,0.21,1.08,2.65,0.75,2.96,2.19,2.67,1.36,2.96,1.78,2.67,1.41,3.44,0.98,4.24,2.99,3.27,3.3,1.69,0.21,3.61,0.78,1.29,1.84,1.58,1.37,1.86,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.5,3.07,1.32,1.14,1.2,1.97,1.42,3.01,3.65,1.78,1.63,2.96,5.52,2.26,1.74,0.8,3.42,0.11,0.04,1.35,4.64,2.08,1.75,0.71,1.64,1.94,2.63,1.9,3.62,3.34,2.17,0.89,1.52,1.25,1.17,3.3,1.35,2.16,2.89,3.86,1.15,1.11,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.97,6.43,1.76,2.7,3.64,2.52,0.56,1.14,1.53,0.34,2.35,0.43,3.07,1.69,1.9,0.88,2.69,0.72,1.22,2.65,1.69,2.31,2.98,2.68,3.27,1.81,2.07,1.93,1.84,3,1.05,1.46,2.49,1.46,4.98,2.44,2.02,3.92,2.19,2.97,1.01,1.98,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,3.38,2.75,4.84,1.72,5.73,2.78,3.05,0.91,4.39,2.51,4.71,2.75,3.09,1.35,3.12,2.2,2.63,3.17,4,2.32,0.95,2.06,1.2,1.54,2.13,3.49,1.36,2.62,1.8,3.33,3.84,2.67,2.03,0.51,3.11,0.47,3.65,3.68,1.24,2.74,3.7,0.84,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,5.69,7.17,0.63,4.31,4.08,1.85,1.08,2.29,1.28,1.29,3.62,2.92,1.8,4.88,3.19,2.16,2.93,3.66,1.83,4.13,2.54,1.39,4.4,3.69,1.1,4.7,3.3,6.01,7.37,3.46,4.57,2.15,6.83,4.09,6.63,1.43,3.9,1.73,2.08,6.89,4.58,3.69,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.99,5.19,2.51,1.93,4.82,4.99,3.21,6.24,3.42,3.1,0.91,2.22,1.05,3.73,4.2,1.52,1.71,0.67,5.53,2.85,1.63,1.5,1.93,4.08,2.52,3.76,3.77,1.85,1.21,1.45,3.41,2.76,0.18,2.75,0.2,5.37,2.01,2.69,3.2,2.81,6.79,1.92,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,5.03,1.79,5.69,2.57,6.2,3.82,1.46,5.71,5.96,2.74,2.31,4.03,2.32,6,2.47,3.64,6.55,4.97,6.49,1.63,5.22,3.38,4.25,4.06,3.13,8.11,1.81,1.27,8.85,7.83,3.23,5.22,4.3,4,4.45,3.89,2.47,3.94,7.51,4.56,3.93,1.74,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,6.22,1,4.22,4.77,4.4,5.44,3.23,3.24,4.33,3.64,6.47,2.61,5.38,4.45,3.38,3.42,4.15,3.76,1.6,4.93,6.13,2.26,3.82,1.54,4.2,3.42,3.75,6.42,3.14,4.08,2.1,1.49,4.57,4.81,4.22,4.43,3.87,3.32,3.67,2.25,4.69,2.56,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,5.58,2.12,5.43,6.35,5.95,2.16,3.99,1.65,5.44,3,5.16,3.37,3.1,5.38,2.51,4.31,3.7,2.7,5.86,4.89,4.79,4.02,4.41,5.26,2.7,3.81,4.62,1.14,4.43,3.21,5.52,4.51,4.95,9.04,4.86,1.95,7.31,7.77,3.62,0.79,5.71,5.94,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,41.19,35.63,35.27,48.6,37.54,32.79,38.96,43.37,25.56,35.01,28.67,35.14,35.94,30.02,26.35,37.23,31.05,31.71,37.27,35.52,33.39,36.94,33.87,28.8,44.26,37.97,43.67,44.44,38.54,37.11,31.61,38.69,36.06,42.09,40.47,37.67,41.75,38.08,35.38,41.15,35.46,48.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
