"COBHAM (TOWNGATE)",,,,,,,,,,,,
Grid ref,TQ123599,Long,-0.389619,Lat,51.327122,,,,,,,
Station no,133/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.62,1.87,0.97,1.14,2.97,3.68,1.27,1.52,2.29,2.27,,
February,6.42,0.80,1.20,2.27,1.42,0.47,3.34,1.92,0.06,1.90,,
March,3.43,2.98,0.39,2.03,1.16,0.59,1.17,1.34,2.17,1.39,,
April,2.47,1.39,2.14,0.34,0.22,1.29,0.18,1.20,2.64,0.63,,
May,2.15,1.69,1.52,2.72,3.81,0.20,1.71,2.53,0.46,2.10,,
June,0.91,1.38,1.33,3.87,2.19,1.85,1.65,3.74,0.59,1.96,,
July,1.62,0.67,3.81,2.74,0.64,5.31,2.61,2.14,1.57,2.64,,
August,3.05,3.18,1.42,2.82,1.05,3.51,2.49,2.97,1.14,3.18,,
September,2.94,3.36,2.42,2.35,1.53,2.12,2.90,3.97,0.08,2.43,,
October,0.71,2.92,2.86,2.02,3.15,1.09,1.44,2.45,2.33,6.42,,
November,6.86,3.05,1.57,4.49,1.10,0.55,2.96,1.80,3.00,4.02,,
December,2.36,2.31,0.71,2.22,2.25,3.48,2.24,2.78,3.85,2.75,,
Total,36.54,25.60,20.34,29.01,21.49,24.14,23.96,28.36,20.18,31.69,,
Calc annual,36.54,25.60,20.34,29.01,21.49,24.14,23.96,28.36,20.18,31.69,,
Difference,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
