"FELPHAM W BOGNOR",,,,,,,,,,,,
Grid ref,SU944025,Long,-0.661410,Lat,50.814366,,,,,,,
Station no,RR4092,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.01,0.77,0.75,2.41,3.63,1.26,5.32,1.05,0.96,0.97,,
February,4.45,7.52,1.79,1.12,3.18,0.52,2.37,0.93,1.02,0.24,,
March,0.84,1.46,1.55,2.32,0.92,3.91,1.38,0.58,1.86,2.97,,
April,0.97,2.11,0.72,2.02,6.02,1.83,0.83,3.66,1.75,1.00,,
May,0.56,0.43,1.82,1.94,4.08,0.22,2.25,2.62,1.39,1.34,,
June,2.21,2.82,2.40,2.38,0.96,2.68,1.23,2.40,0.71,2.46,,
July,1.32,1.92,1.23,2.71,0.47,0.20,0.45,0.70,2.45,1.75,,
August,1.43,1.20,4.34,3.18,-999.00,-999.00,0.46,0.82,2.81,2.74,,
September,1.01,1.37,0.52,3.33,1.50,1.78,0.93,0.52,1.21,5.08,,
October,2.42,2.99,2.28,5.37,2.09,1.69,3.51,4.65,2.47,6.75,,
November,2.90,0.30,3.09,1.44,1.07,4.55,5.49,1.94,1.42,1.19,,
December,2.81,-999.00,-999.00,2.09,2.26,0.55,1.73,2.68,3.06,4.19,,
Total,23.93,20.57,21.78,30.31,23.75,21.42,25.95,22.05,21.11,28.63,,
Calc annual,23.93,22.89,20.49,30.31,26.18,19.19,25.95,22.55,21.11,30.68,,
Difference,0.00,-2.32,1.29,0.00,-2.43,2.23,0.00,-0.50,0.00,-2.05,,
