BRIDSTOW (ASHE LEIGH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO580255,Long,-2.6113397,Lat,51.927268,Elevation,210,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.48,3.11,3.4,1.16,4.16,2.11,3.71,3.03,4.38,0.94,5.75,1.29,3.64,2.36,2.99,0.8,4.14,3.36,2.07,5.64,2.96,3.95,2.24,6.05,2.22,1.56,2.88,1.66,4.54,0.9,0.45,2.71,1.98,0.69,,,,,,,
February,0.62,0.15,2.71,5.97,0.23,3.64,1.41,2.11,1.99,1.05,0.69,1.88,0.16,2.96,0.39,1.98,2.3,3.94,0.74,1.45,2.22,2.96,0.42,1.72,0.6,1.88,1.8,1.7,1.11,1.2,5.27,4.03,0.39,1.49,,,,,,,
March,3.08,1.39,3.11,1.35,1.05,0.3,0.13,2.28,3.39,0.19,2.59,0.5,1.71,2.38,1.98,0.48,2.83,3.84,0.06,1.19,1.7,2.19,2.64,1.07,0.23,0.84,1.22,5.78,1.29,1.16,1.35,3.69,1.98,0.86,,,,,,,
April,4.29,0.62,2.76,2.38,2.23,1.74,2.51,1.13,0.94,0.92,3.2,3,2.69,0.98,1.95,3.8,2.23,1.82,0.09,2.12,4.06,0.87,1.73,0.64,1.12,1.37,2.43,3.18,2.31,2.62,1.86,2.36,1.93,3.04,,,,,,,
May,1.51,1.38,0.67,1.29,4.79,2.81,2.03,0.92,0.81,2.06,1.46,3.59,5.71,2.24,1.33,0.82,0.89,2.38,2.09,0.69,2.33,1.74,3.69,3.15,0.87,1.99,3.66,3.33,3.99,2.39,1.86,3.17,3.3,2.07,,,,,,,
June,2.67,0.47,0.57,0.38,2.44,0,1.54,2.83,2.13,1.62,0.59,3.25,1.44,2.2,0.85,2.92,4.04,0.93,1.1,1.5,0.73,1.96,0.22,1.32,1.36,2.9,1.75,1.66,1.98,0.32,1.52,0.89,1.72,1.58,,,,,,,
July,4.33,0.36,3.88,3.02,4.97,2.12,2.11,3.36,1.62,1.84,2.84,4.72,2.26,2.03,0.42,0.3,5.81,3.22,2.45,4.2,3,2.57,1.15,1.24,1.66,2.35,0.84,2.96,0.72,0.52,2.96,0.99,0.94,3,,,,,,,
August,0.74,2.14,2.83,1.76,2.52,2.92,2.46,4.52,2.24,1.34,3.29,5.48,2.67,0.57,1.95,1.43,0.17,0.54,2.7,1.87,0.17,3.85,3.89,1.9,1.97,2.69,4.89,1.23,3.64,0.89,3.72,3.51,4.98,3.03,,,,,,,
September,1.45,1.47,1.9,1.94,5,3.7,0.61,4.4,1.1,0.46,3.88,2.08,3.79,2.95,1.66,3.79,3.08,1.86,1.07,0.26,0.77,0.82,1.56,3.17,2.27,1.92,3.99,1.19,2.62,2.89,2.95,3.41,1.95,2.8,,,,,,,
October,3.18,1.35,0.66,5.36,4.35,2.64,2.71,2.36,5.61,5.37,2.93,0.54,5.05,3.78,1.5,3.39,1.73,3.65,2.78,2.63,4.28,1.95,1.7,2.02,2.88,3.13,0.84,0.36,3.58,6.29,0.91,0.7,3.8,2.77,,,,,,,
November,0.71,2.04,1.13,1.75,2.76,0.98,6.78,2.69,2.37,8.61,3.65,5.55,1.59,0.66,1.87,5.75,2.35,1.28,3.24,4.5,5.94,2.48,1.08,1.75,3.92,0.61,5.37,2.23,1.86,3.01,5.23,7.31,3.88,1.5,,,,,,,
December,2.92,1.54,4.03,1.92,3.63,3.14,0.42,2.87,2.18,7.22,3.3,1.5,1.7,0.76,5.55,3.17,3.65,2.24,3.81,1.49,1.41,1.75,3.47,1.65,2.08,5.44,2.4,1.85,4.24,1.26,1.45,2.63,1.8,1.34,,,,,,,
Total,28.98,16.02,27.65,28.28,38.13,26.1,26.42,32.5,28.76,31.62,34.17,33.38,32.41,23.87,22.44,28.63,33.22,29.06,22.2,27.54,29.57,27.09,23.79,25.68,21.18,26.68,32.07,27.13,31.88,23.45,29.53,35.4,28.65,24.17,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 total - mis-transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 total fixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
