"SHERBORNE (BARTON GARDENS)",,,,,,,,,,,,
Grid ref,ST628168,Long,-2.530927,Lat,50.949426,,,,,,,
Station no,1546,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.24,2.54,0.98,1.84,2.90,4.00,2.57,2.65,5.31,3.40,,
February,5.30,0.75,1.77,3.01,2.11,0.20,3.86,3.98,0.30,3.51,,
March,3.37,2.81,0.62,3.73,1.33,0.75,2.09,0.78,3.95,2.28,,
April,3.00,2.12,3.14,0.26,0.94,1.32,0.32,0.80,2.84,2.28,,
May,3.05,3.42,1.90,2.22,4.09,0.69,1.32,2.20,1.48,1.62,,
June,0.87,2.90,2.81,3.11,2.28,2.06,1.11,3.93,0.77,2.07,,
July,2.08,0.79,3.74,3.17,2.30,1.84,3.60,1.78,1.55,3.32,,
August,4.70,5.40,2.22,2.20,0.66,4.17,3.02,3.03,1.76,6.08,,
September,3.44,3.30,3.62,2.98,1.50,5.03,3.70,5.53,0.16,4.39,,
October,1.20,3.96,3.64,2.40,2.29,2.16,2.41,2.96,3.40,8.15,,
November,10.20,3.99,1.31,7.09,3.31,0.85,2.33,3.41,4.23,4.86,,
December,3.07,2.51,0.75,2.79,4.96,4.51,2.92,3.99,7.66,4.31,,
Total,43.52,34.49,26.50,34.80,28.67,27.58,29.25,35.04,33.41,46.27,,
Calc annual,43.52,34.49,26.50,34.80,28.67,27.58,29.25,35.04,33.41,46.27,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
