GRITTLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST861799,Long,-2.2017166,Lat,51.517847,Elevation,370,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.9,4.72,3.15,1.96,3.63,5,4.93,3.47,3.43,1.98,5.08,3.83,5.12,3.16,5.72,1.35,4.54,2.02,3.97,2.57,2.59,0.73,3.87,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.46,5.71,5.1,1.07,1.62,3.09,1.4,0.44,3.76,6.88,0.21,5.03,2.63,4.38,3.23,1.01,0.71,2.38,0.07,3.89,0.26,3.15,2.75,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,4.95,1.66,4.65,2.62,1.14,4.8,2.45,2,3.15,2.15,1.82,0.34,0.65,3.57,3.1,0.19,2.34,0.63,2.27,3.87,2.71,0.78,2.62,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.74,1.16,1.07,1.75,3.1,1.92,5.89,1.03,3.79,2.9,2.87,2.12,3.45,2.12,2.29,0.85,1.99,2.59,3.64,1.39,2.1,5.46,2.26,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.27,4.1,2.49,3.13,1.83,0.73,2.25,2.2,0.73,2.27,4.53,4.24,3.19,1.01,0.31,2.22,1.95,4.19,7.04,2.42,1.05,0.84,0.54,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,1.91,1.48,2.37,3.67,1.31,0.96,3.08,0.4,1.41,0.53,4.2,0.01,2.77,3.16,2.93,1.36,0.51,3.68,1.36,1.41,1.64,3.87,2.28,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,3.11,5.13,1.1,2.6,4.2,2.83,5.16,0.68,4.42,1.28,5.68,3.27,3.32,4.52,2.63,1.56,3.22,5.21,2.9,2.32,2.18,0.57,5.91,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.59,3.48,4.24,6.88,2.21,2.85,1.21,1.84,4.6,3.58,3.72,3.35,2.03,5.3,3.1,3.8,3.17,3.65,0.96,1.16,2.33,2.38,0.41,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.21,2.3,1.44,2.26,8.17,1.62,1.29,3.18,1.45,3.28,3.72,3.78,1.09,6.86,1.7,0.97,4.06,1.92,4.74,5.47,2.32,5.71,3.19,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.85,4.36,6.04,4.85,1.72,1.63,2.13,1.22,1.55,5.11,6.45,3.88,4.08,2.41,5.27,4.79,2.64,0.53,6.53,2.86,1.91,5.39,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
