PETERBOROUGH-SPRINGFIELD-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF186001,Long,-0.2508827,Lat,52.585778,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.68,2.15,1.91,2.32,1.92,2.16,0.85,0.56,2.76,1.73,1.16,1.62,2.38,2.7,1.58,1.39,0.32,0.75,1.49,1.88,1.67,1.08,2.67,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,0.75,1.64,2.64,1.02,1.47,2.15,1.18,1.37,1.45,1.14,0.86,1.1,2.25,1.07,1.58,1.82,2.02,2.24,1.53,2.5,0.63,1.89,0.12,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.85,1.27,1.18,1.69,1.48,1.45,0.78,1.19,1.65,1.1,0.56,0.52,2.6,1.35,0.5,0.54,0.92,1.13,1.11,1.11,0.89,1.11,2.04,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.72,0.49,1.87,1.95,1.4,2.47,0.8,2.21,2.41,1.08,0.66,0.54,4.32,2.7,1.39,2.12,2.62,1.21,3.03,3.37,1.5,1.8,1.58,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.58,1.15,1.34,3.69,0.53,3.86,0.73,0.61,1.51,2.41,1.37,1.84,0.69,1.43,4.13,2.73,0.98,0.62,1.42,2.06,1.42,1.8,3.7,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.58,2.24,2.28,0.89,0.51,1.57,1.76,4.04,2.38,2.21,0.76,2.81,1.9,1.52,1.02,3.57,3.85,2.1,3.01,2.75,0.5,2.27,0.95,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.33,3.94,3.17,1.97,0.24,0.33,2.49,3.03,4.46,1.98,0.43,6.63,1.44,2.51,0.89,3.44,6,2.85,3.38,2.73,3.16,1.36,4.34,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,0.36,2.18,2.38,2.25,2.45,1.56,1.77,2.27,2.98,2,1.43,1.27,1.53,2.97,3.91,2.57,1.59,3.6,2.45,1.08,1.57,2.48,1.65,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.5,0.43,3.03,1.4,2.04,2.37,1.11,4.36,1.76,2.42,3.08,1.85,4.91,1.52,0.96,2.71,5.58,2.03,2.21,5.83,1.41,3.11,1.12,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.08,4.14,1.48,1.85,2.25,0.98,2.57,1.09,3.69,1.79,1.36,3.29,0.9,0.73,1.96,0.44,5.7,3.05,4.17,1.59,1.07,4.42,3.84,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
